GID_0,Max,Mean,Min
USA,282.8837585449219,282.59354400634766,282.3490905761719
USA,287.5001525878906,285.6712707519531,283.7079772949219
USA,282.5982971191406,281.9035949707031,281.2553405761719
USA,282.7804260253906,282.7025451660156,282.6246643066406
USA,281.9252624511719,281.03271484375,280.01007080078125
USA,282.5982971191406,281.8323745727539,281.2553405761719
USA,283.3793640136719,283.2048034667969,283.0302429199219
USA,279.80328369140625,279.38446044921875,278.96563720703125
USA,280.3495788574219,279.89007568359375,279.4305725097656
USA,279.80328369140625,279.0544067382813,278.2323913574219
USA,282.7804260253906,282.37483978271484,281.7333679199219
USA,283.2416687011719,282.8422622680664,282.54229736328125
USA,283.7079772949219,283.18980916341144,282.6197814941406
USA,280.4369812011719,280.4369812011719,280.4369812011719
USA,280.4369812011719,279.65911865234375,278.96563720703125
USA,283.2758483886719,282.93707275390625,282.5982971191406
USA,280.7619323730469,280.6426289876302,280.4452819824219
USA,284.0480041503906,283.5843276977539,283.0302429199219
USA,282.36090087890625,281.5164108276367,280.4369812011719
USA,285.38311767578125,283.96514282226565,283.0302429199219
USA,283.87969970703125,283.0266357421875,282.3490905761719
USA,281.9252624511719,281.0268096923828,280.01007080078125
USA,283.2758483886719,282.5141143798828,281.8571472167969
USA,282.8837585449219,282.6710917154948,282.3490905761719
USA,279.4061584472656,278.85205078125,278.2323913574219
USA,282.36090087890625,281.9657745361328,281.5343933105469
USA,285.38311767578125,284.41078491210936,283.7079772949219
USA,281.1628112792969,280.0955810546875,279.4061584472656
USA,281.9252624511719,281.8317565917969,281.7382507324219
USA,281.1087951660156,280.80167388916016,280.4452819824219
USA,284.2568054199219,283.2393112182617,282.3251647949219
USA,282.8305358886719,282.3693618774414,281.8634338378906
USA,282.9653015136719,282.74994506835935,282.5487976074219
USA,282.3251647949219,282.0911560058594,281.8571472167969
USA,283.2758483886719,282.900146484375,282.3251647949219
USA,279.90924072265625,279.11322021484375,278.2323913574219
USA,282.6246643066406,281.8615264892578,281.1628112792969
USA,281.7382507324219,281.30533599853516,280.89068603515625
USA,280.7619323730469,280.4107411702474,279.8244323730469
USA,281.1087951660156,280.9001235961914,280.7206726074219
USA,281.5343933105469,281.0464375813802,280.3495788574219
USA,280.7206726074219,280.31495666503906,279.90924072265625
USA,283.0302429199219,282.7543640136719,282.3490905761719
USA,281.61871337890625,281.1895065307617,280.3495788574219
USA,280.01007080078125,279.95965576171875,279.90924072265625
USA,283.2416687011719,282.9803161621094,282.8305358886719
USA,281.7382507324219,281.24591064453125,280.89068603515625
USA,280.01007080078125,279.5576400756836,278.90509033203125
USA,286.7042541503906,284.8211619059245,283.3731994628906
USA,284.0480041503906,283.59425354003906,283.2416687011719
USA,283.0302429199219,282.2486063639323,281.5343933105469
USA,281.00909423828125,280.41226959228516,279.90924072265625
USA,282.9653015136719,282.86500549316406,282.7804260253906
USA,282.5487976074219,281.9737548828125,281.4836120605469
USA,282.5982971191406,282.10850524902344,281.61871337890625
USA,280.4369812011719,279.61106363932294,278.96563720703125
USA,281.2553405761719,280.3486022949219,279.3815612792969
USA,281.7333679199219,280.7841110229492,279.80328369140625
USA,282.6246643066406,281.8402811686198,281.1628112792969
USA,282.9653015136719,282.64320373535156,282.23468017578125
USA,281.7333679199219,280.7841110229492,279.80328369140625
USA,281.61871337890625,280.6740478515625,279.4305725097656
USA,282.6246643066406,282.20924377441406,281.7382507324219
USA,281.9252624511719,281.44535064697266,281.00909423828125
USA,283.7079772949219,283.23565673828125,282.6197814941406
USA,283.3793640136719,282.9749043782552,282.3490905761719
USA,281.9252624511719,281.34771728515625,281.00909423828125
USA,274.8976135253906,269.49618094308033,259.68426513671875
USA,277.0243225097656,275.69487749519993,272.8847351074219
USA,259.2959899902344,255.46871294294084,251.2840118408203
USA,271.9313049316406,248.07861227359413,239.24658203125
USA,247.4666290283203,246.53076171875,245.5948944091797
USA,247.0450897216797,242.49853023405998,239.9943084716797
USA,259.2435607910156,246.9613804064299,242.22119140625
USA,245.42431640625,242.90892861106178,240.4347381591797
USA,270.2488098144531,265.56349690755206,260.6373596191406
USA,270.7666931152344,268.40257568359374,262.8302917480469
USA,271.2000732421875,256.50892568189045,243.9812774658203
USA,273.7980041503906,272.6693603515625,270.545166015625
USA,268.2642822265625,260.8940024239676,247.4617462158203
USA,268.7189636230469,251.0187653658683,242.22119140625
USA,263.0769348144531,249.9538430786133,239.28369140625
USA,259.6819763183594,250.1683270091742,240.17333984375
USA,248.33544921875,237.98544521989493,232.0476837158203
USA,249.2283477783203,239.533814365424,233.5050506591797
USA,276.5162658691406,272.9736448015486,265.56158447265625
USA,275.8562927246094,273.2198486328125,269.5574645996094
USA,274.91497802734375,269.02589225769043,260.6373596191406
USA,249.9620819091797,243.9874195036341,240.1131134033203
USA,274.41168212890625,258.48982183617284,244.9113006591797
USA,256.7900390625,248.27714504665798,241.5193634033203
USA,276.0524597167969,271.5382614135742,266.1786804199219
USA,246.9308319091797,240.39651566657466,234.6193084716797
USA,280.35150146484375,275.78427303538604,273.1956481933594
USA,281.9466247558594,280.6427171495226,279.4359436035156
USA,283.9540100097656,278.64786638532365,274.9237976074219
USA,286.5929260253906,282.9178534613715,277.8742370605469
USA,281.9774475097656,280.9338745117187,279.4297790527344
USA,280.9466247558594,279.9674072265625,277.6507263183594
USA,287.9013366699219,286.86846923828125,285.9969787597656
USA,288.7071838378906,286.4313928940717,283.68316650390625
USA,286.4320983886719,282.8997539173473,278.5790100097656
USA,283.68316650390625,277.10537997159093,274.3856201171875
USA,289.24298095703125,285.9513084010074,280.7912902832031
USA,287.12725830078125,285.2090873718262,281.78448486328125
USA,286.8490295410156,283.6386311848958,280.7912902832031
USA,287.2193908691406,283.9351847330729,279.4330139160156
USA,288.7118835449219,287.82667371961804,287.0387268066406
USA,280.92535400390625,280.41954040527344,279.9027404785156
USA,281.5805358886719,281.30067443847656,281.02081298828125
USA,278.33355712890625,277.52166748046875,276.3642272949219
USA,277.7148742675781,277.19395446777344,276.67303466796875
USA,276.3642272949219,276.18701171875,276.0097961425781
USA,281.02081298828125,280.86863708496094,280.7164611816406
USA,281.02081298828125,280.79034423828125,280.6354675292969
USA,276.67303466796875,276.34141540527344,276.0097961425781
USA,281.5805358886719,281.0514907836914,280.5431213378906
USA,280.6354675292969,279.985107421875,279.41961669921875
USA,279.0649719238281,278.84716796875,278.6293640136719
USA,279.7696838378906,279.06996154785156,278.33355712890625
USA,280.7164611816406,280.4925842285156,280.2687072753906
USA,280.78863525390625,280.61009216308594,280.4315490722656
USA,278.92340087890625,278.17945861816406,277.4355163574219
USA,279.8033752441406,279.77508544921875,279.7467956542969
USA,278.1340637207031,277.9441452026367,277.81805419921875
USA,280.2489929199219,280.2221374511719,280.1952819824219
USA,280.1952819824219,280.1886901855469,280.1820983886719
USA,280.7164611816406,280.41001892089844,280.0194396972656
USA,280.92535400390625,280.6379852294922,280.4974670410156
USA,281.5805358886719,281.060791015625,280.7164611816406
USA,279.638916015625,278.8343048095703,277.4355163574219
