GID_0,Max,Mean,Min
USA,286.0767517089844,285.62728118896484,285.301513671875
USA,292.146728515625,290.360009765625,287.5191345214844
USA,289.0972595214844,287.993408203125,286.9276428222656
USA,285.301513671875,284.9375,284.573486328125
USA,284.284912109375,283.8954772949219,283.566650390625
USA,289.0972595214844,287.60774993896484,286.4507751464844
USA,287.013916015625,286.6543731689453,286.2948303222656
USA,283.560302734375,283.4469451904297,283.3335876464844
USA,285.505126953125,284.8779296875,284.250732421875
USA,283.560302734375,283.2844299316406,283.067626953125
USA,285.4268493652344,284.91585540771484,284.361572265625
USA,285.9940490722656,285.648681640625,285.2745056152344
USA,287.5191345214844,286.4621073404948,285.8731384277344
USA,284.3260803222656,284.3260803222656,284.3260803222656
USA,284.3260803222656,283.86767578125,283.3335876464844
USA,290.663330078125,289.309326171875,287.955322265625
USA,285.3443298339844,284.8147481282552,284.2025451660156
USA,289.4774475097656,287.75926971435547,286.2948303222656
USA,285.6390686035156,284.93839263916016,284.3260803222656
USA,292.6249084472656,290.35264892578124,287.013916015625
USA,290.663330078125,288.237353515625,286.0767517089844
USA,284.284912109375,283.9472198486328,283.566650390625
USA,291.5581970214844,289.8185272216797,287.955322265625
USA,286.0767517089844,285.694091796875,285.301513671875
USA,283.4501037597656,283.24459075927734,283.067626953125
USA,286.4507751464844,285.8983612060547,285.4268493652344
USA,291.983642578125,289.42478637695314,287.5191345214844
USA,283.8348693847656,283.5701904296875,283.3189392089844
USA,284.867431640625,284.576171875,284.284912109375
USA,285.803466796875,285.25789642333984,284.8973693847656
USA,293.2154235839844,292.01546478271484,290.663330078125
USA,285.142333984375,284.9453887939453,284.822021484375
USA,285.4530334472656,285.0763793945313,284.573486328125
USA,291.5581970214844,290.3277282714844,289.0972595214844
USA,293.2154235839844,291.81231689453125,290.663330078125
USA,283.9034118652344,283.4535369873047,283.1416931152344
USA,284.573486328125,284.26371002197266,283.8348693847656
USA,285.803466796875,285.2668914794922,284.867431640625
USA,285.3443298339844,284.60560099283856,283.9105529785156
USA,284.9864196777344,284.5471954345703,284.1024475097656
USA,286.9276428222656,286.02394612630206,285.505126953125
USA,284.2025451660156,284.052978515625,283.9034118652344
USA,287.013916015625,286.264892578125,285.7040100097656
USA,286.9276428222656,286.13065338134766,285.505126953125
USA,283.9034118652344,283.7350311279297,283.566650390625
USA,285.9940490722656,285.57335662841797,285.142333984375
USA,285.803466796875,285.21910603841144,284.867431640625
USA,283.9034118652344,283.55977630615234,283.3189392089844
USA,291.1581115722656,289.2119445800781,286.7164001464844
USA,288.2508850097656,287.0147247314453,285.9940490722656
USA,287.955322265625,286.42711385091144,285.4268493652344
USA,284.2025451660156,283.94376373291016,283.566650390625
USA,285.7040100097656,285.4002227783203,285.142333984375
USA,285.4102478027344,284.98338012695314,284.822021484375
USA,287.955322265625,287.2030487060547,286.4507751464844
USA,284.3260803222656,283.9701334635417,283.3335876464844
USA,287.4452209472656,286.30516815185547,285.3426818847656
USA,284.361572265625,284.0207061767578,283.560302734375
USA,284.573486328125,284.2566426595052,283.8348693847656
USA,285.4530334472656,285.1729736328125,284.822021484375
USA,284.361572265625,284.0207061767578,283.560302734375
USA,286.4507751464844,285.23435668945314,284.250732421875
USA,284.9115295410156,284.65933990478516,284.284912109375
USA,284.9864196777344,284.560302734375,284.1024475097656
USA,287.5191345214844,286.5256805419922,285.8731384277344
USA,287.013916015625,286.0894317626953,285.4530334472656
USA,284.9864196777344,284.4579264322917,284.1024475097656
USA,274.7447204589844,270.9616559709821,263.7589111328125
USA,276.511962890625,275.03780765856726,272.6622009277344
USA,260.4479675292969,254.77941676548548,252.1711883544922
USA,270.908203125,255.03570297529112,243.8766326904297
USA,254.85302734375,254.1929702758789,253.5329132080078
USA,248.9896697998047,244.98327685940652,241.82373046875
USA,259.5572814941406,253.64896192048727,250.438232421875
USA,245.2655487060547,243.4783380681818,241.8784942626953
USA,271.9833068847656,263.89742279052734,256.2304992675781
USA,273.4278869628906,270.0203491210938,264.4330749511719
USA,270.03125,258.644843877748,249.31983947753906
USA,275.672607421875,274.7531311035156,273.1746520996094
