iso3,Max,Mean,Min
ABW,2967785089007616.0,2428268242272256.0,1779524672946176.0
AFG,5391945429942272.0,1059610184059220.8,0.0
AGO,5789526257565696.0,896743171232966.0,0.0
AIA,0.0,0.0,0.0
ALA,3067552347455488.0,516083155495882.1,0.0
ALB,4626358919495680.0,1192398979697112.5,0.0
AND,0.0,0.0,0.0
ARE,7229399548035072.0,635828139760166.5,0.0
ARG,1.00655779807232e+16,1426158046846280.0,0.0
ARM,8887411543113728.0,1172930164686848.0,0.0
ASM,2513409224474624.0,100366215727660.64,0.0
ATA,5339971493822464.0,2704002566475094.0,0.0
ATF,4372503535288320.0,2004989414569.7842,0.0
ATG,0.0,0.0,0.0
AUS,9074212555718656.0,686551815153624.2,0.0
AUT,6885082757332992.0,1697569415830112.2,0.0
AZE,7793875288588288.0,693472537407130.1,0.0
BDI,2283053753827328.0,517834636122269.56,0.0
BEL,0.0,0.0,0.0
BEN,5736398048985088.0,1744964880274935.0,0.0
BES,2477108966195200.0,13403762010377.771,0.0
BFA,4072498995920896.0,1304499300976412.5,0.0
BGD,4131464333492224.0,706805959556372.5,0.0
BGR,5917250531885056.0,947717196472913.6,0.0
BHR,0.0,0.0,0.0
BHS,3921247964495872.0,426974597883014.75,0.0
BIH,7708007618052096.0,1798746637092511.0,0.0
BLM,0,0,0
BLR,1765484022202368.0,105870385591646.6,0.0
BLZ,0.0,0.0,0.0
BMU,0.0,0.0,0.0
BOL,5744278240231424.0,1357813422113834.0,0.0
BRA,9822672884072448.0,655744950363356.0,0.0
BRB,0.0,0.0,0.0
BRN,0.0,0.0,0.0
BTN,5890735551283200.0,1926768621900148.2,0.0
BVT,0,0,0
BWA,7440422565576704.0,1469569078516982.5,0.0
CAF,1.37656654626816e+16,1903424824035300.5,0.0
CAN,9319632355721216.0,266548187204326.03,0.0
CCK,2794890912071680.0,2574909532274688.0,2354928152477696.0
CHE,1.2923746645966848e+16,2428109466321014.0,0.0
CHL,5261723632140288.0,93489891352483.23,0.0
CHN,5.765587290973798e+16,1007041472188452.4,0.0
CIV,4210194573688832.0,1679193971362562.8,0.0
CMR,4850466554904576.0,81388322922121.33,0.0
COD,1.530190010253312e+16,1033581970820764.4,0.0
COG,4245929775333376.0,198958783368023.5,0.0
COK,2863154853838848.0,32959185854768.715,0.0
COL,7569619476807680.0,628386784802768.1,0.0
COM,4186104370561024.0,657021897792688.5,0.0
CPV,2459228480471040.0,470203461026884.25,0.0
CRI,0.0,0.0,0.0
CUB,4599516984508416.0,577072585236052.1,0.0
CUW,3296454240108544.0,1551234365740373.2,0.0
CXR,2004909390036992.0,2000770853502976.0,1996632316968960.0
CYM,2050196464730112.0,541759597008213.3,0.0
CYP,0.0,0.0,0.0
CZE,9403232820396032.0,890330264342072.9,0.0
DEU,1.106398070964224e+16,1253491815431833.8,0.0
DJI,2811412040646656.0,1455130473922560.0,0.0
DMA,0.0,0.0,0.0
DNK,0.0,0.0,0.0
DOM,5798825935503360.0,1621124883891665.5,0.0
DZA,6862325336244224.0,1093270056071788.4,0.0
ECU,7126109342662656.0,198964586080158.47,0.0
EGY,3856055729651712.0,1461487872422379.8,0.0
ERI,1809174979674112.0,47095121707008.0,0.0
ESH,2827566754824192.0,132393733738394.69,0.0
ESP,1.4744141690830848e+16,410707797124133.9,0.0
EST,3481724902178816.0,734406441657561.2,0.0
