iso3,Max,Mean,Min
ABW,4119515734474752.0,2933724052193280.0,2173726703484928.0
AFG,5665721677774848.0,2083538023464019.5,0.0
AGO,3.379896381551411e+16,2084959401069439.2,0.0
AIA,2554525751705600.0,1523971106391836.5,0.0
ALA,5590102872948736.0,2702256389325528.0,0.0
ALB,6917942478372864.0,2999170882361126.0,0.0
AND,0.0,0.0,0.0
ARE,6573618708348928.0,1072607788953699.9,0.0
ARG,1.7270209526104064e+16,554056971299158.56,0.0
ARM,4946229830090752.0,1788854996103008.5,0.0
ASM,2089610574299136.0,53595175948481.01,0.0
ATA,882031932211200.0,105074340527.86014,0.0
ATF,2543043693510656.0,211468425580.96387,0.0
ATG,2821144168103936.0,960834129887232.0,0.0
AUS,7329384776073216.0,662999982659196.2,0.0
AUT,7163449251463168.0,2535620571260556.0,0.0
AZE,6313295371829248.0,2043166876170174.0,0.0
BDI,8505672702361600.0,2451459453054670.5,0.0
BEL,9378271544213504.0,3514642410661478.5,0.0
BEN,4810585099206656.0,1748783355722390.0,0.0
BES,8229066071080960.0,51298123472477.88,0.0
BFA,5116152694964224.0,1360308282056639.5,0.0
BGD,5318644833714176.0,1615633762011020.5,0.0
BGR,5628025823559680.0,644133518563581.5,0.0
BHR,9878229359788032.0,4738167879325013.0,0.0
BHS,5418907624013824.0,758562089103815.1,0.0
BIH,6164795803828224.0,2150782335705493.5,0.0
BLM,2111853270401024.0,2111853270401024.0,2111853270401024.0
BLR,6204530693767168.0,2780904147222774.5,0.0
BLZ,3542115363586048.0,775919583344782.9,0.0
BMU,5018977986150400.0,3635473188651008.0,0.0
BOL,5736264368128000.0,1200748977676704.2,0.0
BRA,9236816796319744.0,871185935968897.0,0.0
BRB,3289225273278464.0,2131092800099669.2,0.0
BRN,4138797453279232.0,670704240427008.0,0.0
BTN,2870398316183552.0,981963600984551.6,0.0
BVT,0,0,0
BWA,8092508659646464.0,1736848462264819.5,0.0
CAF,4544086673457152.0,1010855956534613.4,0.0
CAN,1.4068768820953088e+16,1819267546855417.2,0.0
CCK,0,0,0
CHE,6794943204950016.0,3124110855053168.5,0.0
CHL,5757469158539264.0,48360175224236.95,0.0
CHN,2.0120422838173696e+16,1348639860460229.2,0.0
CIV,4176903745306624.0,1646345159044817.5,0.0
CMR,6134107725627392.0,576992193743232.1,0.0
COD,3.965619754814669e+16,2110450065075001.2,0.0
COG,7332136776368128.0,1078902319902715.2,0.0
COK,2327346946244608.0,23198442632776.746,0.0
COL,4616307085410304.0,609145042172422.4,0.0
COM,2932558840987648.0,900279902239831.8,0.0
CPV,3236663731945472.0,654106718476697.6,0.0
CRI,4978548385251328.0,221612697779306.12,0.0
CUB,5009383566082048.0,1548234655240266.5,0.0
CUW,3095773772251136.0,1676251602703701.2,0.0
CXR,2582139707064320.0,2348437920022528.0,2114736132980736.0
CYM,3674886761349120.0,1013341273893546.6,0.0
CYP,4988284539240448.0,3614513983127552.0,0.0
CZE,6491884943835136.0,2131587884050618.2,0.0
DEU,1.1064896611418112e+16,3677622973821470.5,0.0
DJI,3167139754147840.0,2147640886465097.2,0.0
DMA,3092654820687872.0,2015586991909546.8,0.0
DNK,7368399185248256.0,2354274658261143.5,0.0
DOM,4500120435425280.0,1665327424969113.5,0.0
DZA,8302272178028544.0,1542594080209107.0,0.0
ECU,3396668443590656.0,184722759452827.06,0.0
EGY,5074787864936448.0,2263951717420224.5,0.0
ERI,4722127026520064.0,1113268822594799.2,0.0
ESH,4097890842574848.0,1285921030149007.2,0.0
ESP,1.2667244756598784e+16,513565374337809.94,0.0
EST,7012641138540544.0,3163834661179833.0,0.0
ETH,6761859071868928.0,1172683818693056.5,0.0
FIN,8421481679683584.0,2783837305214900.0,0.0
FJI,4470707962511360.0,6073751473816.136,0.0
FLK,1818682292436992.0,454175009958800.1,0.0
FRA,9285447637270528.0,1527149125692554.0,0.0
FRO,0.0,0.0,0.0
FSM,3184890048675840.0,15665520926575.6,0.0
GAB,4480884082212864.0,157607692695177.47,0.0
GBR,9212508355166208.0,908084622835559.4,0.0
GEO,8421270152544256.0,2152213525944902.0,0.0
GGY,0.0,0.0,0.0
GHA,8621419923505152.0,1849639041291399.2,0.0
GIB,5078632397537280.0,5078632397537280.0,5078632397537280.0
GIN,4756780970147840.0,1280716411492250.2,0.0
GLP,3722046576001024.0,2180471312089088.0,0.0
GMB,0.0,0.0,0.0
GNB,0.0,0.0,0.0
GNQ,1886721285292032.0,4022859883351.8804,0.0
GRC,7948380294610944.0,1126672009874267.5,0.0
GRD,3116370556354560.0,1565149164994560.0,0.0
GRL,6301551320629248.0,999900734794882.6,0.0
GTM,0.0,0.0,0.0
GUF,2730141864165376.0,1264117748581897.8,0.0
GUM,2599763568492544.0,1604565533895338.8,0.0
GUY,3993438580113408.0,1027619488061691.2,0.0
HKG,3993106525454336.0,2931786216636416.0,0.0
HMD,0.0,0.0,0.0
HND,4231202332475392.0,819561316074615.1,0.0
HRV,5731741230694400.0,1672382913297922.2,0.0
HTI,4494450273288192.0,2133479377717020.5,0.0
HUN,6926302632214528.0,2276843084316672.0,0.0
IDN,9180159735234560.0,394033784018259.3,0.0
IMN,4886254369898496.0,3416418649374720.0,0.0
IND,1.2234763024728064e+16,842989689513599.9,0.0
IOT,2164471183179776.0,239123861130444.8,0.0
IRL,5558168180490240.0,2198266605497671.8,0.0
IRN,1.06405398839296e+16,1945494794259336.0,0.0
IRQ,1.2480442670252032e+16,2671593696767508.5,0.0
ISL,6455574216572928.0,443671717366091.6,0.0
ISR,5555037686202368.0,2265548992972476.5,0.0
ITA,7895063107469312.0,1549384835358406.2,0.0
JAM,3726823384940544.0,1353960083518557.0,0.0
JEY,0.0,0.0,0.0
JOR,6244285447929856.0,2248472890501972.2,0.0
JPN,9941974190653440.0,284581967263031.6,0.0
KAZ,1.0562813860773888e+16,1991726323538301.5,0.0
KEN,4061632191791104.0,657405544016422.6,0.0
KGZ,7304428868599808.0,1016457171193134.2,0.0
KHM,4519921576837120.0,1672934125548259.0,0.0
KIR,2641942294822912.0,951157245341.8036,0.0
KNA,2336779768168448.0,1669017009913856.0,0.0
KOR,0.0,0.0,0.0
KWT,1.4549073939922944e+16,5376848415374580.0,0.0
LAO,6287806888411136.0,666762140153247.1,0.0
LBN,6003266378792960.0,2643735731278409.0,0.0
LBR,4756780970147840.0,1052760527535577.2,0.0
LBY,7193533886758912.0,2575539904621629.5,0.0
LCA,2636807929856000.0,2046301712329386.8,0.0
LIE,5920705833074688.0,4295762938691584.0,0.0
LKA,6022426764771328.0,1382509081713517.8,0.0
LSO,3032628894629888.0,1556699435732537.0,0.0
