HASC_1,Max,Mean,Min
AU.AS,0.0,0.0,0.0
AU.AC,0.0,0.0,0.0
AU.CR,0.05826777219772339,4.260334522008024e-05,0.0
AU.JB,0.339352548122406,0.16798578202724457,0.04194650053977966
AU.NS,2.6054999828338623,0.06581574701169823,0.0
AU.NT,15.195979118347168,0.5144132240338969,0.0
AU.QL,5.419749736785889,0.06029172384799553,0.0
AU.SA,0.05349999666213989,1.779681488630152e-05,0.0
AU.TS,0.47508376836776733,0.002004374253760569,0.0
AU.VI,0.19257085025310516,0.0007922858831473442,0.0
AU.WA,3.5977699756622314,0.06244553182444127,0.0
