HASC_1,Max,Mean,Min
AL.BE,0.07613511383533478,0.003918029023355173,0.0
AL.DB,0.11529689282178879,0.011207776314612212,0.0
AL.DU,0.010312886908650398,0.0010854398521284263,0.0
AL.EB,0.036666665226221085,0.0025953763113648167,0.0
AL.FI,0.07525251060724258,0.0067366646768018,0.0
AL.GK,0.3789770007133484,0.02227281306760334,0.0
AL.KE,0.17376363277435303,0.007295782536278817,0.0
AL.KK,0.11529689282178879,0.007911653177783884,0.0
AL.LZ,0.1099635511636734,0.0038303820561850443,0.0
AL.SD,0.053378667682409286,0.0066664102857885155,0.0
AL.TI,0.024448884651064873,0.001354594007824306,0.0
AL.VR,0.07533620297908783,0.0051470973104631055,0.0
