HASC_1,Max,Mean,Min
AL.BE,1.0454480648040771,0.14990598868774083,0.0
AL.DB,0.08812571316957474,0.0033549280021635776,0.0
AL.DU,0.3315468430519104,0.03574388098907851,0.0
AL.EB,1.0454480648040771,0.0823958875476137,0.0
AL.FI,0.46080371737480164,0.07747229136293754,0.0
AL.GK,0.6106722950935364,0.02436279650637769,0.0
AL.KE,0.48424845933914185,0.01526363712774913,0.0
AL.KK,0.5207656621932983,0.021767732825627505,0.0
AL.LZ,0.02401823177933693,0.00096057926028152,0.0
AL.SD,0.5207656621932983,0.008850616426598209,0.0
AL.TI,0.3315468430519104,0.05761160376628309,0.0
AL.VR,0.11852305382490158,0.009439472335896816,0.0
