iso3,Max,Mean,Min
ABW,3415442282512384.0,3141163791941632.0,2643563644977152.0
AFG,6803936329596928.0,1238223986263343.8,0.0
AGO,1.4206987310989312e+16,1583073627735945.5,0.0
AIA,2660486621429760.0,1578511315297166.2,0.0
ALA,6578785554006016.0,2979285072725788.5,0.0
ALB,5481564217540608.0,2484131439050752.0,0.0
AND,4856012968296448.0,3799957238011221.5,0.0
ARE,7951619773693952.0,2038598493548739.0,0.0
ARG,1.17617410965504e+16,913105702197106.8,0.0
ARM,4955648156499968.0,1970594576259949.8,0.0
ASM,1919115405033472.0,74003080803711.34,0.0
ATA,1787540960968704.0,1195784129636.0916,0.0
ATF,2753904039165952.0,4809704394746.891,0.0
ATG,2807791651651584.0,911505960730624.0,0.0
AUS,9685043878297600.0,824540211637165.8,0.0
AUT,6051989561540608.0,1268222078969330.5,0.0
AZE,5106518009577472.0,2467382215649234.5,0.0
BDI,3644638111989760.0,1631836827327270.8,0.0
BEL,1.2161190234947584e+16,4209218060212863.0,0.0
BEN,5943977576497152.0,1667548829817241.5,0.0
BES,3156134974193664.0,36538856804653.98,0.0
BFA,4753693962403840.0,891611510920852.8,0.0
BGD,6532350515085312.0,1765733818449467.5,0.0
BGR,7204132255432704.0,2925372005022968.5,0.0
BHR,8350202939310080.0,4663996925870080.0,0.0
BHS,4006456625987584.0,378348126137705.3,0.0
BIH,8750818698199040.0,2360358524468181.5,0.0
BLM,2534175928221696.0,2534175928221696.0,2534175928221696.0
BLR,7743384189927424.0,2321329172787817.5,0.0
BLZ,4136097261027328.0,1930084885725184.0,0.0
BMU,3556875824005120.0,2578982503448576.0,0.0
BOL,5609361506304000.0,1238034546564836.5,0.0
BRA,8958863692791808.0,792803413746106.0,0.0
BRB,2584039156350976.0,1810238319624192.0,0.0
BRN,6130516059226112.0,2099618971053807.0,0.0
BTN,4058283191042048.0,1125862033040104.8,0.0
BVT,1706843491532800.0,1706843491532800.0,1706843491532800.0
BWA,3932387767484416.0,1379894238405037.2,0.0
CAF,4044740085415936.0,752444944021652.4,0.0
CAN,8586596865540096.0,1950833621700985.0,0.0
CCK,2377344392101888.0,2172472573034496.0,1967600753967104.0
CHE,5093078520037376.0,1895722789311779.2,0.0
CHL,2.187537439260672e+16,119472371264566.31,0.0
CHN,1.946930364861645e+16,1629034034056359.5,0.0
CIV,6250674748653568.0,1556392309963716.2,0.0
CMR,4297749092630528.0,1222193354637312.0,0.0
COD,1.6777620800667648e+16,1125899245805257.6,0.0
COG,4302289678368768.0,1205180211337414.2,0.0
COK,2132413413064704.0,21074909851920.18,0.0
COL,5386555245985792.0,447478205254520.1,0.0
COM,2616567091167232.0,854173669909182.1,0.0
CPV,3184714760323072.0,544665119010570.94,0.0
CRI,4534698411819008.0,683914558878530.2,0.0
CUB,5838782553128960.0,649532331378700.6,0.0
CUW,2640644677828608.0,1734081383730745.0,0.0
CXR,2557229433618432.0,2539116617007104.0,2521003800395776.0
CYM,0.0,0.0,0.0
CYP,4932174549614592.0,3759073142330709.5,0.0
CZE,8253537720991744.0,3105720627424335.0,0.0
DEU,8805567183192064.0,2024812189513241.5,0.0
DJI,3331673777242112.0,2254874935970084.5,0.0
DMA,2804451509272576.0,1750076900769792.0,0.0
DNK,8139756521127936.0,1466433364260813.5,0.0
DOM,3392436827062272.0,1532838151192576.0,0.0
DZA,5459108517904384.0,1818171741338591.2,0.0
