iso3,Max,Mean,Min
ABW,1787521096744960.0,1744880560766976.0,1698529508589568.0
AFG,5023208528936960.0,831728067774706.6,0.0
AGO,5153317046976512.0,1215036612448873.2,0.0
AIA,2664042854350848.0,1679256871851349.2,0.0
ALA,7262583002234880.0,2868969899539387.5,0.0
ALB,3868154384089088.0,2175612843277075.8,0.0
AND,6880456003813376.0,2379791724865126.5,0.0
ARE,1.716916397801472e+16,2099623836339925.0,0.0
ARG,2.1793142948757504e+16,1248870896601055.8,0.0
ARM,5147384086528000.0,1805088822044219.8,0.0
ASM,2786222862761984.0,101521672745947.23,0.0
ATA,3470661334859776.0,1218475002732508.0,0.0
ATF,3359072715800576.0,6757292720726.357,0.0
ATG,3487228365897728.0,1072077826162688.0,0.0
AUS,7969942104178688.0,823820234480677.0,0.0
AUT,2.042989455920333e+16,3730911645004959.5,0.0
AZE,6342713750323200.0,2364953498694451.0,0.0
BDI,1998904220450816.0,1316547200607118.2,0.0
BEL,0.0,0.0,0.0
BEN,3843005739958272.0,1626358892604785.5,0.0
BES,3284494366801920.0,39204503341640.586,0.0
BFA,4135389396729856.0,1300839778931100.2,0.0
BGD,6813793816412160.0,662255836542589.4,0.0
BGR,7233762697936896.0,2801929838148805.5,0.0
BHR,7574120602533888.0,4042071165894656.0,0.0
BHS,3606997555478528.0,444912312244706.75,0.0
BIH,5201989226987520.0,2118690625429022.0,0.0
BLM,3116600068669440.0,3116600068669440.0,3116600068669440.0
BLR,7222226415779840.0,2004554072752014.5,0.0
BLZ,5711208065794048.0,1823469709152628.2,0.0
BMU,0.0,0.0,0.0
BOL,5679916007817216.0,1279744965154025.2,0.0
BRA,9863004774465536.0,800362784012738.0,0.0
BRB,0.0,0.0,0.0
BRN,4346756816961536.0,1733301722438935.2,0.0
BTN,0.0,0.0,0.0
BVT,2853917452926976.0,2853917452926976.0,2853917452926976.0
BWA,5365967857123328.0,833996829050459.9,0.0
CAF,4173190746079232.0,758864216529738.1,0.0
CAN,1.3910954542628864e+16,879566300546869.9,0.0
CCK,0,0,0
CHE,0.0,0.0,0.0
CHL,4681794062385152.0,142347813307726.12,0.0
CHN,2.970289860247552e+16,1512619962789250.0,0.0
CIV,3013510384582656.0,738455508084433.9,0.0
CMR,4525984996917248.0,1131496198151244.5,0.0
COD,8559131086553088.0,897562678766444.4,0.0
COG,3401202318442496.0,968870234937160.8,0.0
COK,2924288881459200.0,27313409433396.746,0.0
COL,4993013835104256.0,731969097367197.8,0.0
COM,2773460367441920.0,745282773975040.0,0.0
CPV,2937555230130176.0,573335416987101.9,0.0
CRI,4537038632124416.0,396084173674248.56,0.0
CUB,5722682607796224.0,1101888766330447.4,0.0
CUW,2432543311790080.0,1320185824571847.0,0.0
CXR,2113134512832512.0,2048997363548160.0,1984860214263808.0
CYM,3114292865925120.0,593377368592756.4,0.0
