iso3,Max,Mean,Min
ABW,3146763892424704.0,2925101771128832.0,2760945906483200.0
AFG,5661201761566720.0,1439896333665558.8,0.0
AGO,7348398059421696.0,1170845397382186.2,0.0
AIA,2890868130316288.0,1898952621410076.5,0.0
ALA,4743253433778176.0,2338508808662403.0,0.0
ALB,4762783723814912.0,2572526622988445.5,0.0
AND,5026046965448704.0,3125927708633770.5,0.0
ARE,2.0605539394256896e+16,2469557775408970.0,0.0
ARG,6140436896808960.0,1130751057792735.5,0.0
ARM,4496552122908672.0,1805684103814210.5,0.0
ASM,2172851335462912.0,76881985979212.53,0.0
ATA,2892425055961088.0,468284291004713.4,0.0
ATF,3160898361360384.0,5594690208783.729,0.0
ATG,2368889212108800.0,215353564737163.62,0.0
AUS,9306941801103360.0,747109702934023.5,0.0
AUT,8045124432953344.0,2715764722361465.0,0.0
AZE,5851716847140864.0,2236153047990636.0,0.0
BDI,2607444580630528.0,1453089740903765.2,0.0
BEL,1.4566863694462976e+16,2672196340036550.5,0.0
BEN,4982556663480320.0,1574099965788450.8,0.0
BES,3082008670502912.0,40856143823777.15,0.0
BFA,4612569926991872.0,1433830796113742.5,0.0
BGD,7608712806006784.0,1919579005023088.0,0.0
BGR,5852752471130112.0,2573931398143648.0,0.0
BHR,6077649843650560.0,3382813438334293.5,0.0
BHS,4386817855979520.0,624274250708721.1,0.0
BIH,6664357945540608.0,2709611050706984.0,0.0
BLM,2915386219560960.0,2915386219560960.0,2915386219560960.0
BLR,8153445655642112.0,2155461905009195.5,0.0
BLZ,3292044919308288.0,1665589693120512.0,0.0
BMU,0.0,0.0,0.0
BOL,4679473169432576.0,1357659695764546.0,0.0
BRA,1.1046465833009152e+16,778702085117247.1,0.0
BRB,0.0,0.0,0.0
BRN,0.0,0.0,0.0
BTN,5659365663047680.0,2126882040907888.5,0.0
BVT,2999818565713920.0,2999818565713920.0,2999818565713920.0
BWA,6134008404508672.0,806831887278380.2,0.0
CAF,3910664896643072.0,789557430180286.4,0.0
CAN,1.5564002629255168e+16,1466955977077769.0,0.0
CCK,0,0,0
CHE,9046578736136192.0,1599758662129931.2,0.0
CHL,5189494093381632.0,126969306193902.4,0.0
CHN,3.853439504010445e+16,1706514036154068.8,0.0
CIV,4630735491170304.0,1148776308381614.5,0.0
CMR,5224538879033344.0,865497724170652.8,0.0
COD,9756324229283840.0,990152603408722.4,0.0
COG,4134480474275840.0,818445512901665.0,0.0
COK,2404736082903040.0,28056451816911.145,0.0
COL,5012317565616128.0,705224602227872.4,0.0
COM,0.0,0.0,0.0
CPV,2969615818817536.0,616784122644616.5,0.0
CRI,2500711153664000.0,57698315939816.05,0.0
CUB,6961471435046912.0,1364182648264816.8,0.0
CUW,3064228311203840.0,1703270198047175.0,0.0
CXR,2091636859338752.0,2042298556743680.0,1992960254148608.0
CYM,2973793479819264.0,692281680767658.6,0.0
CYP,0.0,0.0,0.0
CZE,1.1611348521713664e+16,4394049564686043.5,0.0
DEU,1.4880153641418752e+16,4673691510307990.0,0.0
DJI,3656482558050304.0,2047467894376584.5,0.0
DMA,0.0,0.0,0.0
DNK,4621188852613120.0,1183426918479337.2,0.0
DOM,4829452353667072.0,1969776080167656.8,0.0
DZA,8203440685580288.0,1668061146935144.5,0.0
ECU,3922691073507328.0,217043835191178.84,0.0
EGY,1.006026832740352e+16,2646215869482406.5,0.0
ERI,4137212073476096.0,180207672898063.94,0.0
ESH,3600104669839360.0,649010754565217.4,0.0
ESP,8721222078562304.0,641143194498275.8,0.0
EST,5287396799152128.0,1873111308264054.2,0.0
ETH,5695009596637184.0,1046287011942195.9,0.0
FIN,6694383525036032.0,1993242700131968.8,0.0
FJI,3094019278110720.0,6428837957540.978,0.0
FLK,3619390683611136.0,1479543555504355.5,0.0
