iso3,Max,Mean,Min
ABW,0.41162461042404175,0.31479211896657944,0.19974932074546814
AFG,0.8613528609275818,0.1894380929280331,0.0
AGO,0.432569682598114,0.06598741291250632,0.0
AIA,0.0,0.0,0.0
ALA,0.57361900806427,0.17955931458208296,0.0
ALB,0.5698421001434326,0.24267510711573637,0.0
AND,0.032318100333213806,0.005414911899909687,0.0
ARE,0.3393114507198334,0.1088179760509067,0.0
ARG,0.8559452295303345,0.1219979509123993,0.0
ARM,0.6513639092445374,0.17568703973061078,0.0
ASM,0.0880226194858551,0.0012994972177040882,0.0
ATA,0.0,0.0,0.0
ATF,0.38831204175949097,0.0004465460341463807,0.0
ATG,0.0,0.0,0.0
AUS,0.7651222944259644,0.06213800403480457,0.0
AUT,0.9327089786529541,0.33183509477924916,0.0
AZE,0.44763267040252686,0.14654624925719367,0.0
BDI,0.4488524794578552,0.23601743516822657,0.0
BEL,0.39425185322761536,0.06720528426230885,0.0
BEN,0.47007274627685547,0.17874171324735563,0.0
BES,0.3356764316558838,0.0016560551124168929,0.0
BFA,0.4746999144554138,0.13538545691831547,0.0
BGD,0.45427221059799194,0.13028392475872685,0.0
BGR,0.3701714277267456,0.10565104604059466,0.0
BHR,0.4004877805709839,0.17830131078759828,0.0
BHS,0.633675217628479,0.0718346536849384,0.0
BIH,0.9094825387001038,0.30467548024128466,0.0
BLM,0.0,0.0,0.0
BLR,0.5404526591300964,0.13638787867928387,0.0
BLZ,0.0,0.0,0.0
BMU,0.0,0.0,0.0
BOL,0.5246044993400574,0.1612037571613446,0.0
BRA,0.5241113305091858,0.0773894662237495,0.0
BRB,0.09031665325164795,0.022579163312911987,0.0
BRN,0.10422654449939728,0.005608677181104819,0.0
BTN,0.4603574573993683,0.17444494425425155,0.0
BVT,0.0,0.0,0.0
BWA,0.44898149371147156,0.09759789463847822,0.0
CAF,0.4467150568962097,0.09391644555553484,0.0
CAN,2.651900291442871,0.2570689952252498,0.0
CCK,0.3182740807533264,0.2947719395160675,0.2712697982788086
CHE,0.8030592203140259,0.2096702476870813,0.0
CHL,0.5107235312461853,0.008459669778574822,0.0
CHN,0.9210425019264221,0.10891457242194517,0.0
CIV,0.44666194915771484,0.1757576560698289,0.0
CMR,0.306458055973053,0.02609661120198112,0.0
COD,0.4671376049518585,0.11423791390088806,0.0
COG,0.37885814905166626,0.03097818023107919,0.0
COK,0.6823186278343201,0.007019118277853068,0.0
COL,0.46621015667915344,0.08035117477829143,0.0
COM,0.0,0.0,0.0
CPV,0.47050711512565613,0.07362981537977854,0.0
CRI,0.33145755529403687,0.013600677376755809,0.0
CUB,0.5250746011734009,0.1121689422416349,0.0
CUW,0.35820549726486206,0.16362250016795266,0.0
CXR,0.41692566871643066,0.39873063564300537,0.3805356025695801
CYM,0.37233370542526245,0.0656597971295317,0.0
CYP,0.0,0.0,0.0
CZE,0.8881299495697021,0.3602974170504452,0.0
DEU,0.8854740858078003,0.2955104085527924,0.0
DJI,0.43634748458862305,0.153094024970382,0.0
DMA,0.0,0.0,0.0
DNK,0.726783275604248,0.15206988409088162,0.0
DOM,0.44216951727867126,0.15680621174926107,0.0
DZA,0.7175832986831665,0.11508356301356339,0.0
ECU,0.43224596977233887,0.05464735215472629,0.0
EGY,0.4641129672527313,0.11843569338187025,0.0
ERI,0.41477763652801514,0.042475327284721844,0.0
ESH,0.4026194214820862,0.03470662881637991,0.0
ESP,0.8819088935852051,0.05461780367646934,0.0
EST,0.5666788220405579,0.2268035178574232,0.0
ETH,0.4470173716545105,0.06403621453177719,0.0
FIN,1.4063055515289307,0.28227250045430136,0.0
FJI,0.459614634513855,0.0007489905530230407,0.0
FLK,0.8449364900588989,0.17616571015160945,0.0
FRA,0.7095962166786194,0.03419556388322292,0.0
FRO,0.6928884387016296,0.20599043454442706,0.0
FSM,0.4584450125694275,0.004772012886782941,0.0
GAB,0.35304224491119385,0.08413468431878406,0.0
GBR,0.7232081890106201,0.027081771750388763,0.0
GEO,0.8738818764686584,0.2517638078040948,0.0
GGY,0.08446645736694336,0.016348962672054768,0.0
GHA,0.42492738366127014,0.14228701029067267,0.0
GIB,0.6401780843734741,0.6401780843734741,0.6401780843734741
GIN,0.35466575622558594,0.03696938282855869,0.0
GLP,0.0,0.0,0.0
GMB,0.2902069389820099,0.07226201927719209,0.0
GNB,0.2898559272289276,0.08541154599515721,0.0
GNQ,0.44474685192108154,0.024665882669840797,0.0
GRC,0.5782564878463745,0.10180982962554815,0.0
GRD,0.0,0.0,0.0
GRL,2.6514205932617188,0.18066950534138856,0.0
GTM,0.293075829744339,0.07733396742299554,0.0
GUF,0.4362286925315857,0.1785791366065286,0.0
GUM,0.262728214263916,0.11821154753367107,0.0
GUY,0.3565245270729065,0.013350600443248237,0.0
HKG,0.3094346523284912,0.22256791591644287,0.0
HMD,0.32130926847457886,0.11029122397303581,0.0
HND,0.3221036493778229,0.013536814309507879,0.0
HRV,0.9094825387001038,0.24409429904487398,0.0
HTI,0.48356708884239197,0.2134936243571617,0.0
HUN,0.8003080487251282,0.22301758338625616,0.0
IDN,0.4641129970550537,0.052026932084819594,0.0
IMN,0.0033552893437445164,0.000559214890624086,0.0
IND,0.7227453589439392,0.08096699542413505,0.0
IOT,0.44089674949645996,0.043805499002337454,0.0
IRL,0.8474928140640259,0.31969309436047777,0.0
IRN,0.6698529720306396,0.08023412747254283,0.0
IRQ,0.838516354560852,0.23561095432952112,0.0
ISL,1.0377514362335205,0.11060875649477735,0.0
ISR,0.36896204948425293,0.026133165448246634,0.0
