HASC_1,Max,Mean,Min
AL.BE,0.00013850803952664137,4.078870850727461e-06,0.0
AL.DB,2.1869689589948393e-05,3.4713792999918085e-07,0.0
AL.DU,0.0,0.0,0.0
AL.EB,3.887945058522746e-05,3.49307561009482e-06,0.0
AL.FI,1.7009759176289663e-05,6.074913991532023e-07,0.0
AL.GK,0.00418138550594449,0.00021868078945570032,0.0
AL.KE,0.010780963115394115,0.00034352599724033183,0.0
AL.KK,0.026616450399160385,0.0012578768281978957,0.0
AL.LZ,0.0,0.0,0.0
AL.SD,0.0,0.0,0.0
AL.TI,3.887945058522746e-05,2.789960523875413e-06,0.0
AL.VR,0.00418138550594449,0.00021873203357335272,0.0
