HASC_1,Max,Mean,Min
DE.BW,0.4621555209159851,0.0713501854446442,0.0
DE.BY,0.23255173861980438,0.004554063010969707,0.0
DE.BE,0.00774999987334013,0.0010874999454244972,0.0
DE.BR,0.007499999366700649,0.0001089975791381546,0.0
DE.HB,0.05174999684095383,0.012673733423330955,0.0
DE.HH,0.14773638546466827,0.010498984743441854,0.0
DE.HE,0.1735658049583435,0.00807753243156526,0.0
DE.MV,0.5879999399185181,0.009807626965257481,0.0
DE.NI,0.6440873146057129,0.023263133458933254,0.0
DE.NW,0.23409318923950195,0.033341410631739295,0.0
DE.RP,0.397840678691864,0.075543421869741,0.0
DE.SL,0.397840678691864,0.169730186010852,0.0
DE.SN,0.014000000432133675,0.0003999023325604867,0.0
DE.ST,0.07298155128955841,0.002504751684904575,0.0
DE.SH,0.28791096806526184,0.029548313816837708,0.0
DE.TH,0.019620295614004135,0.0013368676786541626,0.0
