HASC_1,Max,Mean,Min
SE.BL,0.04478757828474045,0.009623719244565884,0.0
SE.KO,0.07834281027317047,-3265.1073226916774,-9999.9033203125
SE.GV,0.022857142612338066,-3551.101946133701,-9999.9033203125
SE.GT,0.36072051525115967,0.025076359400312262,0.0
SE.HA,0.6356744766235352,0.09318848617052786,0.0
SE.JA,0.0,-5855.063218592559,-9999.9033203125
SE.JO,0.20303583145141602,0.014102063365359054,0.0
SE.KA,0.13176845014095306,0.008657431166957394,0.0
SE.KR,0.441428542137146,0.01686827968716478,0.0
SE.NB,0.0022857142612338066,-6497.607774467626,-9999.9033203125
SE.OR,0.07752000540494919,-39.05953816777939,-9999.9033203125
SE.OG,0.1374923139810562,0.006904449517905124,0.0
SE.SN,0.879237174987793,0.09400540337423724,0.0
SE.SD,0.0028603654354810715,0.00012210712763302477,0.0
SE.ST,0.035428572446107864,-147.05724660670487,-9999.9033203125
SE.UP,0.04028571397066116,-1156.4510427664247,-9999.9033203125
SE.VR,0.083680160343647,-1172.3976617577634,-9999.9033203125
SE.VB,0.0,-5540.486974767737,-9999.9033203125
SE.VN,0.00685714278370142,-5282.557581009803,-9999.9033203125
SE.VM,0.007942857220768929,-39.682084711499215,-9999.9033203125
SE.VG,0.4506073594093323,0.027171319754012727,0.0
