GID_0,Max,Mean,Min
USA,0.0,0.0,0.0
USA,0.0,0.0,0.0
USA,0.007499999832361937,0.0001785714245800461,0.0
USA,0.0,0.0,0.0
USA,0.0,0.0,0.0
USA,0.0,0.0,0.0
USA,0.0,0.0,0.0
USA,0.0,0.0,0.0
USA,0.0,0.0,0.0
USA,0.0,0.0,0.0
USA,0.0,0.0,0.0
USA,0.0,0.0,0.0
USA,0.0,0.0,0.0
USA,0.0,0.0,0.0
USA,0.0,0.0,0.0
USA,0.0,0.0,0.0
USA,0.0,0.0,0.0
USA,0.0,0.0,0.0
USA,0.0,0.0,0.0
USA,0.0,0.0,0.0
USA,0.0,0.0,0.0
USA,0.0,0.0,0.0
USA,0.0,0.0,0.0
USA,0.0,0.0,0.0
USA,0.0,0.0,0.0
USA,0.0,0.0,0.0
USA,0.0,0.0,0.0
USA,0.0,0.0,0.0
USA,0.0,0.0,0.0
USA,0.0,0.0,0.0
USA,0.0,0.0,0.0
USA,0.0,0.0,0.0
USA,0.0,0.0,0.0
USA,0.0,0.0,0.0
USA,0.0,0.0,0.0
USA,0.0,0.0,0.0
USA,0.0,0.0,0.0
USA,0.0,0.0,0.0
USA,0.0,0.0,0.0
USA,0.0,0.0,0.0
USA,0.009470726363360882,0.00029596019885502756,0.0
USA,0.0,0.0,0.0
USA,0.0,0.0,0.0
USA,0.009470726363360882,0.0002705921818103109,0.0
USA,0.0,0.0,0.0
USA,0.0,0.0,0.0
USA,0.0,0.0,0.0
USA,0.0,0.0,0.0
USA,0.0,0.0,0.0
USA,0.0,0.0,0.0
USA,0.0,0.0,0.0
USA,0.0,0.0,0.0
USA,0.0,0.0,0.0
USA,0.0,0.0,0.0
USA,0.0,0.0,0.0
USA,0.0,0.0,0.0
USA,0.009470726363360882,0.00031569087877869606,0.0
USA,0.0,0.0,0.0
USA,0.0,0.0,0.0
USA,0.0,0.0,0.0
USA,0.0,0.0,0.0
USA,0.0,0.0,0.0
USA,0.0,0.0,0.0
USA,0.0,0.0,0.0
USA,0.0,0.0,0.0
USA,0.0,0.0,0.0
USA,0.0,0.0,0.0
USA,0.3774999976158142,0.0024186493133932334,0.0
USA,0.2742958068847656,5.1163706934089295e-05,0.0
USA,0.0,-5964.852282072368,-9999.8994140625
USA,0.13434998691082,-2185.825008872355,-9999.8994140625
USA,0.0,0.0,0.0
USA,0.0,-6235.569462217134,-9999.8994140625
USA,1.5008000135421753,-2215.1961135279885,-9999.8994140625
USA,0.0,-6656.133989894034,-9999.8994140625
USA,1.598449945449829,0.16604301700003402,0.0
USA,1.7191998958587646,0.18229485398470577,0.0
USA,0.1658628135919571,-2875.3871489447406,-9999.8994140625
USA,1.3546998500823975,0.22589987882158974,0.0
USA,0.8866174221038818,0.013461716828555039,0.0
USA,2.4356496334075928,-673.3824909004876,-9999.8994140625
USA,0.0,-7549.67530390042,-9999.8994140625
USA,0.0,-2894.7077251233554,-9999.8994140625
USA,0.0,-4581.6784960183395,-9999.8994140625
USA,0.0,-6339.066672044837,-9999.8994140625
USA,3.86929988861084,0.5170303375207974,0.0
USA,1.3104522228240967,0.22245197309441658,0.0
USA,3.8402998447418213,-193.6795264830086,-9999.8994140625
USA,0.0,-5036.714043112363,-9999.8994140625
USA,0.7799999713897705,-5611.38110176702,-9999.8994140625
USA,0.0,-6013.054270619877,-9999.8994140625
USA,3.2509498596191406,0.4332207175843407,0.0
USA,0.125,-5791.438777946795,-9999.8994140625
USA,0.01435856707394123,0.00013826339089045904,0.0
USA,0.009961598552763462,0.000221026776709247,0.0
