GID_0,Max,Mean,Min
USA,0.0,0.0,0.0
USA,0.0003717853978741914,1.1057651829018833e-05,0.0
USA,0.0,0.0,0.0
USA,0.004396240692585707,0.000184588249733982,0.0
USA,0.0625520870089531,0.014913287935390448,0.0
USA,0.0,0.0,0.0
USA,0.0,0.0,0.0
USA,0.07718157023191452,0.030616501971547094,0.0
USA,0.0,0.0,0.0
USA,0.5906297564506531,0.08105744650321348,0.0
USA,0.0,0.0,0.0
USA,0.0,0.0,0.0
USA,0.0,0.0,0.0
USA,0.008092300035059452,0.0005173891053086014,0.0
USA,0.08321882039308548,0.01572893665399447,0.0
USA,5.615139464509866e-10,2.2460557858039465e-11,0.0
USA,0.32401716709136963,0.05594227014807984,0.0
USA,0.0,0.0,0.0
USA,0.0,0.0,0.0
USA,0.0,0.0,0.0
USA,0.0,0.0,0.0
USA,0.06327714025974274,0.013464673602720722,0.0
USA,4.866454350604954e-09,2.395792897402771e-10,0.0
USA,0.0,0.0,0.0
USA,0.5906297564506531,0.0873973477864638,0.0
USA,0.0,0.0,0.0
USA,0.0,0.0,0.0
USA,0.09531508386135101,0.022894407785497606,0.0
USA,0.03111361339688301,0.00373765215936146,0.0
USA,0.02979343570768833,0.007617593719260185,0.0
USA,4.866454350604954e-09,6.239044003653049e-10,0.0
USA,0.21746163070201874,0.013039464197542353,0.0
USA,0.07755313068628311,0.0032995283044227916,0.0
USA,0.0,0.0,0.0
USA,4.866454350604954e-09,1.6962400928299814e-10,0.0
USA,1.4492340087890625,0.13469827507894175,0.0
USA,0.11584416776895523,0.026558487978671486,0.0
USA,0.12293553352355957,0.009063129763126199,0.0
USA,0.2412836253643036,0.0658988707317886,0.0
USA,0.24000608921051025,0.04215222139197673,0.0
USA,0.0,0.0,0.0
USA,0.27276375889778137,0.0937140954658389,0.0
USA,0.0,0.0,0.0
USA,0.0,0.0,0.0
USA,0.7567649483680725,0.058665831435872756,0.0
USA,0.0,0.0,0.0
USA,0.0007588891894556582,3.9286611510241136e-05,0.0
USA,0.12114820629358292,0.018724752654735412,0.0
USA,0.0,0.0,0.0
USA,0.0,0.0,0.0
USA,0.0,0.0,0.0
USA,0.19100722670555115,0.02182259727269411,0.0
USA,0.0,0.0,0.0
USA,0.21746163070201874,0.05073482892961086,0.0
USA,0.0,0.0,0.0
USA,0.008164562284946442,0.0007485289410396945,0.0
USA,0.0,0.0,0.0
USA,0.0651654601097107,0.018251341211666564,0.0
USA,0.032783400267362595,0.002950473535444568,0.0
USA,0.04419505223631859,0.0018251394490757125,0.0
USA,0.05156465619802475,0.005718166966419501,0.0
USA,0.0,0.0,0.0
USA,0.21746163070201874,0.0349173649646478,0.0
USA,0.11470150202512741,0.01779690040114344,0.0
USA,0.0,0.0,0.0
USA,0.0,0.0,0.0
USA,0.039217378944158554,0.007524186279245744,0.0
USA,0.19728417694568634,0.0062847634523144616,0.0
USA,0.4700268507003784,0.00010260254820840149,0.0
USA,0.0,-5906.375068530701,-9999.90234375
USA,0.34673911333084106,-2169.456802658989,-9999.90234375
USA,1.0109913349151611,0.15597809832119805,0.0
USA,0.0,-6235.5712890625,-9999.90234375
USA,1.2260520458221436,-2215.135882439541,-9999.90234375
USA,0.0,-6656.135939952905,-9999.90234375
USA,0.002915667835623026,1.118096646347443e-05,0.0
USA,1.8086434602737427,0.19234381911268922,0.0
USA,0.22633042931556702,-2864.2630130196367,-9999.90234375
USA,1.1346205472946167,0.2980593995445154,0.0
USA,0.8096868991851807,0.00916120981909128,0.0
USA,1.764156460762024,-673.3512329969906,-9999.90234375
USA,0.0,-7549.677515741604,-9999.90234375
USA,0.0,-2894.7085731907896,-9999.90234375
USA,0.0,-4581.679838320463,-9999.90234375
USA,0.0,-6339.068529211957,-9999.90234375
USA,2.378434896469116,0.3002481082635414,0.0
USA,0.9462375044822693,0.10000659019100658,0.0
