HASC_1,Max,Mean,Min
BR.AC,3.3306190967559814,0.1682473852888613,0.0
BR.AL,0.028378376737236977,0.0002974988556748177,0.0
BR.AP,1.629268765449524,0.020333319066777537,0.0
BR.AM,5.2132039070129395,0.1560114323041188,0.0
BR.BA,3.5373313426971436,0.10338871922182147,0.0
BR.CE,3.185201406478882,0.1729901951615523,0.0
BR.DF,1.0328022241592407,0.3013837184611853,0.0
BR.ES,0.9946357011795044,0.015243558812649709,0.0
BR.GO,7.5966596603393555,0.4164663152432786,0.0
BR.MA,3.3047752380371094,0.21219645873383905,0.0
BR.MT,6.636021614074707,0.37256323419059767,0.0
BR.MS,0.49302610754966736,0.0007331180422001736,0.0
BR.MG,3.1327710151672363,0.2709269257189498,0.0
BR.PA,4.126986026763916,0.22475685084640112,0.0
BR.PB,1.8708499670028687,0.059596034061655034,0.0
BR.PR,0.0529954694211483,0.0006317281725490377,0.0
BR.PE,2.556061029434204,0.17896877058836083,0.0
BR.PI,2.9044790267944336,0.11920929891124767,0.0
BR.RJ,1.104050874710083,0.1065429407562112,0.0
BR.RN,3.182706356048584,0.17153295442354413,0.0
BR.RS,0.011184995993971825,1.0870822635847142e-05,0.0
BR.RO,4.466187953948975,0.19956472156504235,0.0
BR.RR,0.9655183553695679,0.0084206437053962,0.0
BR.SC,2.803471803665161,0.0014395500465742743,0.0
BR.SP,2.5476653575897217,0.014732086298883137,0.0
BR.SE,0.37164849042892456,0.005500520745860763,0.0
BR.TO,4.210812091827393,0.37205423423248113,0.0
