HASC_1,Max,Mean,Min
IN.AN,1.0137426853179932,0.007906136023019546,0.0
IN.AP,1.0047825574874878,0.0010886960870977432,0.0
IN.AR,0.21773599088191986,0.0012694555010539352,0.0
IN.AS,0.22079409658908844,0.0015871413749664498,0.0
IN.BR,0.009565217420458794,3.5022233467732686e-05,0.0
IN.CH,0.0,0.0,0.0
IN.CT,0.19150666892528534,0.001333306642092878,0.0
IN.DN,0.0,0.0,0.0
IN.DD,0.0,0.0,0.0
IN.GA,0.0391463078558445,0.0011716460010835102,0.0
IN.GJ,1.0607548952102661,0.0019820245522962376,0.0
IN.HR,0.0,0.0,0.0
IN.HP,0.3996087312698364,0.008187566326998335,0.0
IN.JK,1.630582571029663,0.017095672022298267,0.0
IN.JH,0.004782608710229397,2.9305200430327185e-06,0.0
IN.KA,0.5893053412437439,0.0019244624345175782,0.0
IN.KL,0.12434782087802887,0.0024569892583983944,0.0
IN.LD,0.005217391066253185,8.76872448109779e-06,0.0
IN.MP,0.16510537266731262,0.0005031225939819221,0.0
IN.MH,0.17392344772815704,0.0022192051309006386,0.0
IN.MN,0.024423034861683846,0.00013050426159201092,0.0
IN.ML,0.0,0.0,0.0
IN.MZ,0.0,0.0,0.0
IN.NL,0.0587153285741806,0.0019830629373532964,0.0
IN.DL,0.0,0.0,0.0
IN.OR,0.04742472246289253,0.00022827029081867422,0.0
IN.PY,0.003982250113040209,2.840585539707802e-06,0.0
IN.PB,0.0,0.0,0.0
IN.RJ,0.04587135091423988,7.387520727956117e-05,0.0
IN.SK,0.0,0.0,0.0
IN.TN,0.10717391222715378,0.0004142685491660195,0.0
IN.TG,0.5642536282539368,0.006308616693884138,0.0
IN.TR,0.0,0.0,0.0
IN.UP,0.03650780767202377,2.769121017895247e-05,0.0
IN.UT,0.04508695751428604,0.00047759398699880306,0.0
IN.WB,0.036086954176425934,0.00015670735211599442,0.0
