HASC_2,Max,Mean,Min
US.AL.AU,0.0,0.0,0.0
US.AL.BD,0.01026038359850645,0.0003115618878620721,0.0
US.AL.BR,0.0,0.0,0.0
US.AL.BI,0.0,0.0,0.0
US.AL.BU,0.0022480313200503588,9.366797166876495e-05,0.0
US.AL.BL,0.0,0.0,0.0
US.AL.BT,0.0,0.0,0.0
US.AL.CN,0.0,0.0,0.0
US.AL.CM,0.0025959392078220844,0.00014732236741110682,0.0
US.AL.CH,0.0,0.0,0.0
US.AL.CI,0.0,0.0,0.0
US.AL.CC,0.0,0.0,0.0
US.AL.CK,0.017142856493592262,0.0003993452216188113,0.0
US.AL.CY,0.0,0.0,0.0
US.AL.CB,0.0020962499547749758,0.00016241917841225152,0.0
US.AL.CF,0.0,0.0,0.0
US.AL.CL,0.0,0.0,0.0
US.AL.CO,0.024761904031038284,0.0027425863393416095,0.0
US.AL.CS,0.0,0.0,0.0
US.AL.CV,0.025529107078909874,0.004643136160060142,0.0
US.AL.CA,0.0,0.0,0.0
US.AL.CU,0.0,0.0,0.0
US.AL.DE,0.0,0.0,0.0
US.AL.DL,0.008095238357782364,0.00021215216111158952,0.0
US.AL.DA,0.00357142835855484,0.00012755101280553,0.0
US.AL.EL,0.0,0.0,0.0
US.AL.ES,0.017061516642570496,0.0022496426332509144,0.0
US.AL.ET,0.0,0.0,0.0
US.AL.FA,0.0,0.0,0.0
US.AL.FR,0.0,0.0,0.0
US.AL.GE,0.0,0.0,0.0
US.AL.GR,0.0,0.0,0.0
US.AL.HA,0.0,0.0,0.0
US.AL.HE,0.0,0.0,0.0
US.AL.HO,0.0,0.0,0.0
US.AL.JA,0.00357142835855484,9.439067798666656e-05,0.0
US.AL.JE,0.0,0.0,0.0
US.AL.LM,0.0,0.0,0.0
US.AL.LU,0.0,0.0,0.0
US.AL.LW,0.0,0.0,0.0
US.AL.LE,0.0,0.0,0.0
US.AL.LI,0.0,0.0,0.0
US.AL.LO,0.0,0.0,0.0
US.AL.MC,0.0,0.0,0.0
US.AL.MD,0.0,0.0,0.0
US.AL.ME,0.0,0.0,0.0
US.AL.MI,0.0,0.0,0.0
US.AL.MS,0.00357142835855484,0.0010016648957389407,0.0
US.AL.MB,0.006489848252385855,0.00032143061980605125,0.0
