HASC_1,Max,Mean,Min
HU.BK,0.9514350891113281,0.15942943164219076,0.0
HU.BA,1.4148823022842407,0.41812110372952055,0.0
HU.BE,0.334520548582077,0.07927061093051906,0.0
HU.BZ,1.7588952779769897,0.22286335430692608,0.0
HU.BU,0.3500346839427948,0.2009567990899086,0.0
HU.CS,0.8783981800079346,0.18310029953359985,0.0
HU.FE,1.305320382118225,0.42612069628455423,0.0
HU.GS,2.3227176666259766,0.9200012572109699,0.0
HU.HB,0.4023163616657257,0.06218942100340861,0.0
HU.HE,0.6035891175270081,0.08277921278652055,0.0
HU.JN,0.2505192756652832,0.06808889181605385,0.0
HU.KE,1.034730076789856,0.3640203742366849,0.0
HU.NO,1.497730016708374,0.21475224033161833,0.0
HU.PE,0.6551257967948914,0.1342191472554054,0.0
HU.SO,1.8195632696151733,0.6313990615308285,0.0
HU.SZ,0.90972501039505,0.242670343589713,0.0
HU.TO,1.4554505348205566,0.5449625079077903,0.0
HU.VA,3.934128999710083,0.9335847782273577,0.0
HU.VE,1.8195632696151733,0.9058485142886639,0.0
HU.ZA,1.6476101875305176,0.6828298671076997,0.0
