HASC_1,Max,Mean,Min
HT.CE,0.5451918840408325,0.06483052825390746,0.0
HT.GR,0.015621685422956944,0.0016281400527250731,0.0
HT.AR,0.32662254571914673,0.007840304264100269,0.0
HT.NI,0.00500053446739912,0.0006824664913842247,0.0
HT.ND,0.0,0.0,0.0
HT.NE,0.0020426998380571604,0.00011757979518733919,0.0
HT.NO,0.029062271118164062,0.0012025910950291695,0.0
HT.OU,0.11258502304553986,0.0027089920414950673,0.0
HT.SD,0.244099959731102,0.0011695242792011886,0.0
HT.SE,0.0021772270556539297,3.110324365219899e-05,0.0
