HASC_1,Max,Mean,Min
RU.AD,0.49661538004875183,0.0667685256191138,0.0
RU.AL,1.0940613746643066,0.015138283047692875,0.0
RU.AM,0.0,-2530.920636418951,-6153.7841796875
RU.AR,0.16230767965316772,-1409.272392142051,-9999.8994140625
RU.AS,1.3784637451171875,0.08001897177753484,0.0
RU.BK,1.6451691389083862,0.13023383947733816,0.0
RU.BL,0.0,0.0,0.0
RU.BR,0.004973583854734898,1.3001795577941648e-05,0.0
RU.BU,0.002892307471483946,-1849.3631176329013,-6153.7841796875
RU.CN,0.25286152958869934,0.0326355734667282,0.0
RU.CL,1.6078463792800903,0.11000868350499028,0.0
RU.CK,0.0,-293.3112259170708,-9999.8994140625
RU.CV,0.056123070418834686,0.0005458250968494655,0.0
RU.SP,0.004307691939175129,4.113010930571666e-05,0.0
RU.DA,1.787177562713623,0.0946391709733361,0.0
RU.GA,0.850523054599762,0.03155270552298235,0.0
RU.IN,0.3462153971195221,0.053194209286051446,0.0
RU.IK,0.41519996523857117,-1859.8376872105223,-9999.8994140625
RU.IV,0.0,0.0,0.0
RU.KB,1.0484614372253418,0.0980583510963343,0.0
RU.KN,0.44455015659332275,0.015190940174737318,0.0
RU.KL,1.2606770992279053,0.1536699709430234,0.0
RU.KG,0.004973583854734898,1.8640627027174134e-05,0.0
RU.KQ,1.3004924058914185,-2046.6050678438123,-9999.8994140625
RU.KC,1.6297087669372559,0.07320989694074664,0.0
RU.KI,0.07000000029802322,-5819.222875284082,-9999.8994140625
RU.KE,0.3292614817619324,0.003540140930981579,0.0
RU.KH,0.0,-2600.1105953114557,-9999.8994140625
RU.KK,3.125415802001953,0.1496550879658008,0.0
RU.KM,1.1441845893859863,-4323.5777170796,-9999.8994140625
RU.KV,0.3400923013687134,-588.2281592095966,-9999.8994140625
RU.KO,1.0586153268814087,-4083.4198371457433,-9999.8994140625
RU.KT,0.0923076942563057,0.00040834210406887593,0.0
RU.KD,1.2290159463882446,0.02825634050716389,0.0
RU.KX,0.5258153676986694,-3962.82972473855,-9999.8994140625
RU.KU,1.2658462524414062,0.10451125694732806,0.0
RU.KS,0.0,0.0,0.0
RU.LN,2.7071690559387207,-1545.753387512496,-9999.8994140625
RU.LP,0.0,0.0,0.0
RU.MG,0.0,-5795.064451689683,-9999.8994140625
RU.ME,0.28152841329574585,0.0006513368813257524,0.0
RU.MR,0.0,0.0,0.0
None,0.0,0.0,0.0
RU.MS,0.01719999872148037,5.647489417563467e-05,0.0
RU.MM,1.2615383863449097,-6244.211513318076,-9999.8994140625
RU.NN,0.20307691395282745,-3702.417789363137,-9999.8994140625
RU.NZ,0.0244615375995636,4.0189494397123966e-05,0.0
RU.NO,0.3635692298412323,0.03477752814905632,0.0
RU.NG,5.810092449188232,0.0974100959434527,0.0
RU.NS,0.033323075622320175,2.424219289270407e-05,0.0
RU.OM,2.30710768699646,0.0261539711402407,0.0
RU.OL,0.0,0.0,0.0
RU.OB,1.6603385210037231,0.14430345820050702,0.0
RU.PZ,0.0,0.0,0.0
RU.PE,0.17476922273635864,-2060.2576598611868,-9999.8994140625
RU.PR,0.007925420068204403,-2156.7104264013537,-6153.7841796875
RU.PS,0.0,0.0,0.0
RU.RO,0.4274597465991974,0.0026615117058129928,0.0
RU.RZ,0.0,0.0,0.0
RU.SK,0.0,-4944.882416289237,-9999.8994140625
RU.SL,0.8321977257728577,-402.1155286221099,-6153.7841796875
RU.SA,0.23639999330043793,0.006785466284317737,0.0
RU.SR,1.3723076581954956,0.028875328568480792,0.0
RU.SM,0.004973583854734898,1.9167337626794176e-05,0.0
RU.ST,1.787177562713623,0.2456970143693885,0.0
RU.SV,1.939753770828247,-1149.967620361397,-9999.8994140625
RU.TB,0.0,0.0,0.0
RU.TT,0.6973537802696228,0.014134551617505112,0.0
RU.TO,0.11769230663776398,-777.7694359596683,-9999.8994140625
RU.TL,0.0,0.0,0.0
RU.TU,0.8231692910194397,0.007872727389052444,0.0
RU.TV,5.896584510803223,0.05511035569773171,0.0
RU.TY,2.4295077323913574,0.058097815325376216,0.0
RU.UD,0.6973537802696228,0.017886240725734723,0.0
RU.UL,0.18975384533405304,0.0015703176755725535,0.0
RU.VL,0.0,0.0,0.0
RU.VG,2.931661367416382,0.042230886540986126,0.0
RU.VO,0.038307689130306244,-2963.679627663391,-9999.8994140625
RU.VR,0.0,0.0,0.0
RU.YN,0.0,-5551.479247083162,-9999.8994140625
RU.YS,0.15806153416633606,0.0005911090661527284,0.0
RU.YV,0.0,-3620.2964152732093,-6153.7841796875
RU.ZB,0.0,-2735.3216117472657,-6153.7841796875
