HASC_1,Max,Mean,Min
CL.AI,2.437317371368408,0.07225597779544513,0.0
CL.AN,0.7313019633293152,0.005179009518683056,0.0
CL.AR,0.008841942995786667,0.0001764379239968662,0.0
CL.AP,0.2179100066423416,0.007761434120676072,0.0
CL.AT,1.4692304134368896,0.018087283198049597,0.0
CL.BI,0.09833332896232605,0.0019937275598446527,0.0
CL.CO,0.5491098165512085,0.015644930132839362,0.0
CL.LI,0.8601025342941284,0.03887557403392678,0.0
CL.LL,1.2518770694732666,0.010071215025756388,0.0
CL.LR,0.7948440909385681,0.01886903558776097,0.0
CL.MA,3.593611478805542,0.4591334097553416,0.0
CL.ML,0.9179083704948425,0.02734866671228882,0.0
CL.NB,0.6626803278923035,0.005529363066324944,0.0
CL.RM,2.1770267486572266,0.06695307747993086,0.0
CL.TA,0.16751928627490997,0.0027622948309601334,0.0
CL.VS,0.9254409074783325,0.0004005138133699196,0.0
