HASC_1,Max,Mean,Min
ZA.EC,0.063935287296772,9.249419423767492e-05,0.0
ZA.FS,1.7539875507354736,0.07387341777111213,0.0
ZA.GT,1.7522163391113281,0.43398336148575734,0.0
ZA.NL,1.314166784286499,0.046662582821073995,0.0
ZA.NP,1.574723720550537,0.07475058776988383,0.0
ZA.MP,1.8104277849197388,0.09524520618864352,0.0
ZA.NW,2.4076647758483887,0.37225174992018134,0.0
ZA.NC,1.033168911933899,0.00641765214507129,0.0
ZA.WC,0.021348869428038597,6.159789270709436e-05,0.0
