iso3,Max,Mean,Min
ABW,420322914336768.0,297003154145280.0,136803600302080.0
AFG,3361286771441664.0,341190645457115.56,0.0
AGO,4.888613380685824e+16,1402977385949108.2,0.0
AIA,293551518777344.0,114850681207011.56,0.0
ALA,1713286076694528.0,437144136211735.25,0.0
ALB,3439222979559424.0,900370276935774.5,0.0
AND,1878850489286656.0,1008112352537258.6,0.0
ARE,7733627634843648.0,1293251627892268.0,0.0
ARG,7430500117381120.0,229299232045403.12,0.0
ARM,1941836587335680.0,378249331867648.0,0.0
ASM,1282809289244672.0,15425206656552.209,0.0
ATA,0.0,0.0,0.0
ATF,744193278345216.0,292737790716.0317,0.0
ATG,942036651868160.0,219253655749700.28,0.0
AUS,4825791430918144.0,167464511463299.78,0.0
AUT,2182467096150016.0,350113554496516.0,0.0
AZE,3550663959117824.0,681994492127609.6,0.0
BDI,2588222722932736.0,710759769748390.1,0.0
BEL,3958511906062336.0,708238387837751.0,0.0
BEN,1897423538487296.0,274125713621677.25,0.0
BES,825311923011584.0,5552604978951.758,0.0
BFA,2002230404186112.0,277146561956434.6,0.0
BGD,8981857337081856.0,253806023789550.66,0.0
BGR,6726199569022976.0,1411307793809408.0,0.0
BHR,4669105655250944.0,2692774284143274.5,0.0
BHS,2374412271616000.0,189953236919032.9,0.0
BIH,3353109690580992.0,510442629568325.8,0.0
BLM,474842222559232.0,474842222559232.0,474842222559232.0
BLR,2441940163362816.0,225227796234895.38,0.0
BLZ,1344602460127232.0,316389653904522.4,0.0
BMU,700632713396224.0,460785599905792.0,0.0
BOL,3472019886702592.0,281151488879775.97,0.0
BRA,1.6185198781661184e+16,190201881890638.28,0.0
BRB,374171980791808.0,162136521179136.0,0.0
BRN,1367034134790144.0,373384087076864.0,0.0
BTN,0.0,0.0,0.0
BVT,0,0,0
BWA,1862825832087552.0,293877217393779.1,0.0
CAF,1827697563009024.0,65846794746904.98,0.0
CAN,1.76114060230656e+16,228164611950706.38,0.0
CCK,335957073068032.0,335957073068032.0,335957073068032.0
CHE,1998037442363392.0,290262916547088.5,0.0
CHL,3591443868286976.0,9315963476902.86,0.0
CHN,2.0075594117021696e+16,292580503737211.0,0.0
CIV,1683074337210368.0,215457428348396.06,0.0
CMR,2092177622564864.0,194208102722773.62,0.0
COD,5.933408413600973e+16,1123833572174678.0,0.0
COG,4582529851981824.0,532407409297782.9,0.0
COK,477836016091136.0,2686625487883.1064,0.0
COL,5008358679511040.0,106495148363070.98,0.0
COM,1029167042789376.0,210485445934140.25,0.0
CPV,835069082075136.0,70853066430814.56,0.0
CRI,3511451713011712.0,159280322110888.2,0.0
CUB,2587241859776512.0,198110843523258.97,0.0
CUW,1277152012009472.0,651429422650709.4,0.0
CXR,143188153073664.0,143188153073664.0,143188153073664.0
CYM,0.0,0.0,0.0
CYP,1193999968763904.0,557441899502705.75,0.0
CZE,4066130901598208.0,427980815684227.2,0.0
DEU,4497214353178624.0,518585321035325.3,0.0
DJI,1368828088942592.0,330396964749312.0,0.0
DMA,709445382307840.0,173952790639411.2,0.0
DNK,2422389740666880.0,371865939588634.4,0.0
DOM,1496399891922944.0,426434412056836.44,0.0
DZA,3333244393095168.0,483746052364790.44,0.0
ECU,3944822503112704.0,76890283912965.22,0.0
EGY,6643213284671488.0,983971931380097.8,0.0
ERI,1969273777946624.0,240745422622470.0,0.0
ESH,1625253205770240.0,145545818908931.22,0.0
ESP,5248908523470848.0,191945270537460.9,0.0
EST,2727757888880640.0,757653770465833.5,0.0
ETH,1.0299812612145152e+16,312294580988896.2,0.0
FIN,5097691851784192.0,478465724265796.6,0.0
FJI,1698925450887168.0,771303078200.8103,0.0
FLK,0.0,0.0,0.0
FRA,8800378862698496.0,514322853153655.5,0.0
FRO,1485583419441152.0,375892143813812.7,0.0
FSM,1414648276451328.0,2284549944795.0625,0.0
GAB,2841324877250560.0,303522560517057.8,0.0
GBR,7428281229901824.0,228030720106796.72,0.0
GEO,2267475639009280.0,549908524923714.4,0.0
GGY,904432199925760.0,372423195099136.0,0.0
GHA,4905925856985088.0,402945856567471.56,0.0
GIB,2548234429923328.0,2548234429923328.0,2548234429923328.0
GIN,2128275077857280.0,263502577322740.47,0.0
GLP,641911652089856.0,227042744036790.84,0.0
GMB,1123028586987520.0,384340016335320.6,0.0
GNB,974135962370048.0,156406063601794.72,0.0
GNQ,993208100192256.0,32627354505224.016,0.0
GRC,4843839957237760.0,580426963300976.2,0.0
GRD,1197772426444800.0,425290956085061.8,0.0
GRL,1290283203428352.0,25495592194400.465,0.0
GTM,2557170646253568.0,450076936413363.4,0.0
GUF,256657548378112.0,3666536405401.6,0.0
GUM,0.0,0.0,0.0
GUY,1826254588215296.0,167634664304513.3,0.0
HKG,1600323336536064.0,885817028728149.4,0.0
HMD,377312138756096.0,53901734108013.71,0.0
HND,2831670059204608.0,227083295575411.78,0.0
HRV,3353109690580992.0,340711470718215.0,0.0
HTI,1357350459932672.0,567138947831905.5,0.0
HUN,2976498772344832.0,477943973338691.5,0.0
IDN,5777817102974976.0,94840055399146.19,0.0
IMN,0.0,0.0,0.0
IND,8981857337081856.0,338038951999463.8,0.0
IOT,0.0,0.0,0.0
IRL,0.0,0.0,0.0
IRN,1.014085265129472e+16,936226442774067.4,0.0
IRQ,6321203480363008.0,848453581871751.6,0.0
ISL,3025615213035520.0,77133451751429.44,0.0
ISR,2608392426225664.0,507158134250900.44,0.0
ITA,4511153401102336.0,76923253354745.73,0.0
JAM,738974825971712.0,109785049165238.86,0.0
JEY,846976476250112.0,408295281210163.2,0.0
JOR,3866778115506176.0,459071481300764.44,0.0
JPN,8390146672033792.0,75731017851515.02,0.0
KAZ,7350651843510272.0,460766246005433.3,0.0
KEN,2496833066631168.0,335600201799127.5,0.0
KGZ,3770319860924416.0,491617605614422.0,0.0
KHM,3110485645852672.0,294631588001553.9,0.0
KIR,769636463280128.0,82707008974.00468,0.0
KNA,825311923011584.0,567793703452672.0,0.0
KOR,1.0452583525122048e+16,1431675951592470.2,0.0
KWT,6217356002983936.0,3117013147694811.5,0.0
LAO,2351378898878464.0,256477329220877.47,0.0
LBN,4663724061229056.0,965416123618170.4,0.0
LBR,1607111398129664.0,173334193298889.72,0.0
LBY,3705147490304000.0,533211133513956.44,0.0
LCA,414885552848896.0,262309195179622.4,0.0
LIE,0.0,0.0,0.0
LKA,654622003822592.0,47704141538450.29,0.0
LSO,0.0,0.0,0.0
LTU,2761210315407360.0,465079809441415.4,0.0
LUX,1965455283585024.0,491363804119040.0,0.0
LVA,4023606967271424.0,422652227952671.1,0.0
MAC,1553448063467520.0,1553448063467520.0,1553448063467520.0
MAF,141982793990144.0,131668039958528.0,121353285926912.0
MAR,3505050601127936.0,266921476395817.38,0.0
MCO,862814570807296.0,842792238579712.0,822769906352128.0
MDA,3191721194160128.0,398823735060649.75,0.0
MDG,7559206328598528.0,321782134310704.9,0.0
MDV,278390854647808.0,4303389928821.234,0.0
MEX,4617726035230720.0,198888762959095.62,0.0
MHL,899178985160704.0,1678125990359.7432,0.0
MKD,0.0,0.0,0.0
MLI,3341311146983424.0,195276258632093.47,0.0
MLT,0.0,0.0,0.0
MMR,3161752791416832.0,135687178052777.3,0.0
MNE,2706525449617408.0,269681650827264.0,0.0
MNG,4519086742568960.0,410900627834442.4,0.0
MNP,1245111019110400.0,27660410586812.633,0.0
MOZ,7244201615949824.0,207973136666550.47,0.0
MRT,2609148340469760.0,251774967671032.88,0.0
MSR,620065435156480.0,584966727532544.0,549868019908608.0
MTQ,842246039535616.0,438936835631786.7,199761294524416.0
MUS,1341765365792768.0,7373555861644.135,0.0
MWI,1355727096512512.0,263057469508596.34,0.0
MYS,6026864539729920.0,189563482280439.03,0.0
MYT,236739285221376.0,118369642610688.0,0.0
NAM,1430736015982592.0,218662488195132.8,0.0
NCL,875071333728256.0,17619453913770.668,0.0
NER,2002230404186112.0,266827347623577.0,0.0
NFK,159541358493696.0,159541358493696.0,159541358493696.0
NGA,2579409181605888.0,437381605339419.9,0.0
NIC,2831670059204608.0,181588404279847.62,0.0
NIU,165481700917248.0,165481700917248.0,165481700917248.0
NLD,5107846228213760.0,364404298795208.8,0.0
NOR,4291919211397120.0,121434492494702.97,0.0
NPL,5814597592285184.0,458073563111975.56,0.0
NRU,512133712314368.0,512133712314368.0,512133712314368.0
NZL,3619029101051904.0,1799888578537.8748,0.0
OMN,4157004356517888.0,478136519692987.3,0.0
PAK,6226346980147200.0,547609351367590.94,0.0
PAN,179357163192320.0,3551626993907.3267,0.0
PCN,440773300453376.0,6693347819300.08,0.0
PER,9104580121985024.0,135223071830926.97,0.0
PHL,2824861999169536.0,123937504770711.44,0.0
PLW,454706040143872.0,6276027052082.568,0.0
PNG,3336799015403520.0,68650196172654.625,0.0
POL,3136018152685568.0,330471801443669.3,0.0
PRI,769335815569408.0,286066622776556.3,0.0
PRK,7986179764912128.0,234633852582878.97,0.0
PRT,2875601400627200.0,16767943103948.473,0.0
PRY,2914295566303232.0,482856443008381.06,0.0
PSE,2608392426225664.0,735262224261621.5,0.0
PYF,845463037149184.0,5525736847088.098,0.0
QAT,4665304072323072.0,2907666029268173.0,0.0
REU,1541861449662464.0,622991851388928.0,0.0
ROU,6726199569022976.0,863886054972269.8,0.0
RUS,1.699922285953024e+16,64701851944700.89,0.0
RWA,1352358499975168.0,377855409530722.44,0.0
SAU,9725347851403264.0,595695685705421.5,0.0
SDN,3180209071194112.0,425227911703241.56,0.0
SEN,1938550132047872.0,383043694230221.3,0.0
SGP,0.0,0.0,0.0
SGS,705160078688256.0,1315346129590.9792,0.0
SHN,1436384703283200.0,1249446183718.6826,0.0
SJM,1808431145025536.0,10598640414111.14,0.0
SLB,794926640005120.0,11554109024518.564,0.0
SLE,1428653627932672.0,215365885117005.34,0.0
SLV,1942705244471296.0,574641151509017.1,0.0
SMR,0,0,0
SOM,1495468152455168.0,100181620152385.47,0.0
SPM,0.0,0.0,0.0
SRB,1059762712084480.0,27400522141240.89,0.0
SSD,2033010689966080.0,201622511480127.8,0.0
STP,463869453533184.0,58454278615859.2,0.0
SUR,2030997289828352.0,244150785615507.28,0.0
SVK,4066130901598208.0,523503916422868.0,0.0
SVN,2669835423055872.0,624499600485558.4,0.0
SWE,4291919211397120.0,409479033230845.3,0.0
SWZ,1.3826341539414016e+16,5375018839197989.0,0.0
SXM,474842222559232.0,184544575619072.0,0.0
SYC,883057691197440.0,4153749346612.9575,0.0
SYR,4663724061229056.0,205531419668380.78,0.0
TCA,856710616973312.0,351826954158080.0,0.0
TCD,1894992318562304.0,208283420621656.12,0.0
TGO,2167818573316096.0,317010410783255.44,0.0
THA,4120689602723840.0,315039105485972.6,0.0
TJK,4543154665553920.0,624017373877854.1,0.0
TKL,401178466713600.0,28069276418048.0,0.0
TKM,2478060569886720.0,351030454083815.44,0.0
TLS,1597526239084544.0,88596510416529.19,0.0
TON,447009928511488.0,9228429958633.127,0.0
TTO,1114041435029504.0,232885617845862.4,0.0
TUN,2735147111677952.0,672273327028836.5,0.0
TUR,8571100623536128.0,689963125182128.8,0.0
TUV,578292113473536.0,4949955949004.357,0.0
TWN,5175795832061952.0,282202510777969.1,0.0
TZA,4736718641037312.0,441386670974416.94,0.0
UGA,2061160710930432.0,325954292261690.7,0.0
UKR,3614957203619840.0,337505568922689.3,0.0
UMI,800046039695360.0,23486938054.50667,0.0
URY,2294908937306112.0,264448288437043.2,0.0
USA,1.582755041247232e+16,40088494898162.195,0.0
UZB,4684448352174080.0,346511065286730.9,0.0
VAT,0,0,0
VCT,1326568026669056.0,463371555045376.0,0.0
VEN,2210201579028480.0,140325639639687.81,0.0
VGB,680126996021248.0,304369417322496.0,0.0
VIR,680126996021248.0,265210332621482.66,0.0
VNM,3485158728531968.0,289314611999183.4,0.0
VUT,1191935968542720.0,52140019390241.93,0.0
WLF,502723573186560.0,35852041594349.04,0.0
