HASC_1,Max,Mean,Min
UA.CK,0.1994430422782898,0.0004627136894033041,0.0
UA.CH,0.050822049379348755,0.0003763454687328261,0.0
UA.CV,0.0875181034207344,0.007373310316689343,0.0
UA.KR,0.2368142306804657,0.004664057855517596,0.0
UA.DP,0.05611034482717514,0.00043160113842789446,0.0
UA.DT,0.8571034669876099,0.03559839180665558,0.0
UA.IF,0.8262758851051331,0.08617412286109605,0.0
UA.KK,0.0015724136028438807,5.453549896455592e-06,0.0
UA.KS,0.019689399749040604,0.00023338173374864223,0.0
UA.KM,0.08895477652549744,0.004350235625111598,0.0
UA.KV,0.12467606365680695,0.0015246090572974128,0.0
UA.KC,0.12467606365680695,0.008602992604885782,0.0
UA.KH,0.0,0.0,0.0
UA.LV,1.2787586450576782,0.08706832421806723,0.0
UA.LH,0.41571035981178284,0.021634530291054135,0.0
UA.MY,0.019689399749040604,8.316381447427187e-05,0.0
UA.OD,0.06664898246526718,0.001097970336218168,0.0
UA.PL,0.0068965512327849865,1.7630281557041898e-05,0.0
UA.RV,0.1384286731481552,0.0046957937131653915,0.0
UA.SC,0.015909910202026367,0.0021121122593285692,0.0
UA.SM,0.0,0.0,0.0
UA.TP,0.2149718552827835,0.029505000830960203,0.0
UA.ZK,1.432620882987976,0.17817439243225577,0.0
UA.VI,0.0,0.0,0.0
UA.VO,0.20240209996700287,0.028761493296956476,0.0
UA.ZP,0.5372138023376465,0.014620869239256089,0.0
UA.ZT,0.005996202118694782,2.0414010387148472e-05,0.0
