HASC_1,Max,Mean,Min
CN.AH,1.2070568799972534,0.10679836343240542,0.0
CN.BJ,0.5239563584327698,0.053825917625811535,0.0
CN.CQ,1.670665979385376,0.08478696925951404,0.0
CN.FJ,6.032915115356445,0.23685610999724327,0.0
CN.GS,6.340970039367676,0.033725085290740135,0.0
CN.GD,5.321050643920898,0.0652160328232943,0.0
CN.GX,3.17874813079834,0.06391769768365517,0.0
CN.GZ,1.7422797679901123,0.09791062355409452,0.0
CN.HA,0.2567409574985504,0.015876157564772026,0.0
CN.HB,1.9100254774093628,0.07048342256707966,0.0
CN.HL,8.265745162963867,0.04256465771915052,-243.87307739257812
CN.HE,0.7232881188392639,0.02166351119141965,0.0
CN.HU,1.6330817937850952,0.07571590698845175,0.0
CN.HN,4.2095208168029785,0.35264402188869676,0.0
CN.JS,0.8773732781410217,0.048086632552760855,0.0
CN.JX,6.032915115356445,0.7092498155428506,0.0
CN.JL,2.6931681632995605,-0.09321652915419804,-243.88671875
CN.LN,1.3298357725143433,0.05670374820118727,0.0
CN.NM,1.5632585287094116,0.005897863499218891,-243.89125061035156
CN.NX,2.1673223972320557,0.02495680665848473,0.0
CN.QH,2.683743476867676,0.01668966709238752,0.0
CN.SA,4.906003475189209,0.12906730332235603,0.0
CN.SD,0.3120468556880951,0.0018445676089746698,0.0
CN.SH,2.6628243923187256,0.2677690322377852,0.0
CN.SX,2.857724905014038,0.23057927030323322,0.0
CN.SC,4.564737319946289,0.09445698723630773,0.0
CN.TJ,0.21464136242866516,0.06521241463579273,0.0
CN.XJ,2.383044958114624,0.009085307267531735,0.0
CN.XZ,3.116084098815918,0.02930805583759971,0.0
CN.YN,2.1522624492645264,0.017581659953806287,0.0
CN.ZJ,4.465437889099121,0.45769126205119437,0.0
