iso3,Max,Mean,Min
ABW,0,0,0
AFG,1937136685154304.0,319284000849611.06,0.0
AGO,3.969155801389466e+16,1438237259175626.8,0.0
AIA,149083733884928.0,66272553861120.0,0.0
ALA,1416417534541824.0,241471100381545.4,0.0
ALB,0.0,0.0,0.0
AND,1718054295699456.0,1040033589668522.6,0.0
ARE,6497758848483328.0,1111922836764124.5,0.0
ARG,1.8001380463607808e+16,269509840784590.3,0.0
ARM,0.0,0.0,0.0
ASM,252223917391872.0,6674458134675.794,0.0
ATA,0.0,0.0,0.0
ATF,853507510894592.0,352062008631.6752,0.0
ATG,538625372585984.0,145820018016256.0,0.0
AUS,1.0042512932601856e+16,198416614241117.38,0.0
AUT,7494416746938368.0,243895859113398.84,0.0
AZE,1875706439008256.0,263932698827757.38,0.0
BDI,0.0,0.0,0.0
BEL,3781325983055872.0,587632569951252.6,0.0
BEN,0.0,0.0,0.0
BES,1491224456331264.0,6874378578024.529,0.0
BFA,2308807183040512.0,243399078696608.3,0.0
BGD,4509477290115072.0,728933056208491.9,0.0
BGR,2389496196759552.0,916234940847226.9,0.0
BHR,3379807744163840.0,1277130369400832.0,0.0
BHS,1229407813369856.0,30485771356923.32,0.0
BIH,0.0,0.0,0.0
BLM,67164602105856.0,67164602105856.0,67164602105856.0
BLR,4536135078379520.0,652679798722302.9,0.0
BLZ,1092379096383488.0,393094662216983.25,0.0
BMU,238778119618560.0,147975811279530.66,0.0
BOL,2071827799080960.0,142936769193500.53,0.0
BRA,8232133751472128.0,206280302771714.3,0.0
BRB,627015900200960.0,275719057833984.0,0.0
BRN,2218971902246912.0,855028790827417.6,0.0
BTN,2316208485433344.0,438614440166558.4,0.0
BVT,232071125532672.0,232071125532672.0,232071125532672.0
BWA,3797543511130112.0,354999126672964.4,0.0
CAF,1784817146396672.0,151012341051474.78,0.0
CAN,2.921042691489792e+16,286628232642532.9,0.0
CCK,343378105466880.0,245441987870720.0,147505870274560.0
CHE,4904705549402112.0,596351538286164.0,0.0
CHL,5846645564506112.0,28761911584691.973,0.0
CHN,5.056023474942771e+16,590055205179252.5,0.0
CIV,1220396971982848.0,274133345540442.28,0.0
CMR,2465542619267072.0,136523139485907.64,0.0
COD,3.974545126352486e+16,1045925817901772.5,0.0
COG,4199516211249152.0,552909845504622.8,0.0
COK,892293548605440.0,3930476130086.5527,0.0
COL,2996289444773888.0,97872440602807.84,0.0
COM,403472583229440.0,88285831292729.81,0.0
CPV,0.0,0.0,0.0
CRI,2118390747496448.0,194054466946844.44,0.0
CUB,1.2134135162208256e+16,398231468831695.25,0.0
CUW,1588048454221824.0,447112981362395.44,0.0
CXR,0,0,0
CYM,1042595325149184.0,201956435252565.34,0.0
