iso3,Max,Mean,Min
ABW,1914552539152384.0,980255921668096.0,145048662441984.0
AFG,2949321829908480.0,682360877526971.4,0.0
AGO,3.159557257822208e+16,1162849361253071.8,0.0
AIA,246508238667776.0,62583033473706.664,0.0
ALA,1429394778226688.0,314225158375196.44,0.0
ALB,2641352542126080.0,671507617065642.6,0.0
AND,0.0,0.0,0.0
ARE,4044931211460608.0,434540021945978.4,0.0
ARG,8933020874571776.0,339117428176364.6,0.0
ARM,1562372065984512.0,204707823767318.9,0.0
ASM,265437786931200.0,6016835298426.031,0.0
ATA,0.0,0.0,0.0
ATF,949962544250880.0,558626987558.0826,0.0
ATG,538368278528000.0,120262624839816.53,0.0
AUS,5316940268568576.0,147967529615296.16,0.0
AUT,4126559749275648.0,780832211894900.4,0.0
AZE,2908905382346752.0,373159202418304.94,0.0
BDI,3883445541404672.0,993676260016128.0,0.0
BEL,5639170726821888.0,1380560557572096.0,0.0
BEN,2438655855558656.0,397308290954682.5,0.0
BES,1117390771322880.0,3453000993372.6475,0.0
BFA,2698336826032128.0,418258133808397.1,0.0
BGD,3777680897998848.0,685690068800083.0,0.0
BGR,2346024953708544.0,135879434026848.94,0.0
BHR,7291859646808064.0,3011684687937536.0,0.0
BHS,2613210842660864.0,177884008954015.03,0.0
BIH,1729271273881600.0,290830220847441.0,0.0
BLM,0,0,0
BLR,2156731115241472.0,289629153911659.4,0.0
BLZ,1264713786720256.0,153930167387836.62,0.0
BMU,1855784904294400.0,1261221374328832.0,0.0
BOL,3805797096095744.0,284824637586867.3,0.0
BRA,7174406249906176.0,220731207320035.53,0.0
BRB,906958177566720.0,560610784488106.7,0.0
BRN,4003589466882048.0,1299480527442865.2,0.0
BTN,2859281330208768.0,575296146653028.0,0.0
BVT,0,0,0
BWA,5878338128183296.0,445480366747197.1,0.0
CAF,1902671048998912.0,173955902532451.47,0.0
CAN,8706591809339392.0,283523822298500.1,0.0
CCK,56918659825664.0,56918659825664.0,56918659825664.0
CHE,3503806402789376.0,885598669729863.9,0.0
CHL,5336521024471040.0,28352905863509.004,0.0
CHN,2.783786274127872e+16,644759143849064.6,0.0
CIV,1237701395218432.0,190791012467984.56,0.0
CMR,2280768562790400.0,159056985606126.03,0.0
COD,3.745534463652659e+16,1048158422756486.5,0.0
COG,5098862230372352.0,392960039205957.25,0.0
COK,477836016091136.0,2267604724690.5137,0.0
COL,1934725195235328.0,127719451249798.03,0.0
COM,940611460923392.0,137394124471227.73,0.0
CPV,724149605498880.0,72103849473104.14,0.0
CRI,2795103244517376.0,247134107485462.8,0.0
CUB,2307404339347456.0,457238679155497.25,0.0
CUW,865820511043584.0,281721522693266.3,0.0
CXR,519468107169792.0,285173987934208.0,50879868698624.0
CYM,1023737734365184.0,239360786737834.66,0.0
CYP,1369736877178880.0,667767262390004.9,0.0
CZE,4619656086159360.0,921564659716398.4,0.0
DEU,4524119370498048.0,1185367813950950.8,0.0
DJI,978307717791744.0,373264064053248.0,0.0
DMA,801650411307008.0,487303097090048.0,0.0
DNK,3460628828127232.0,602663692925333.5,0.0
DOM,1998971866185728.0,337854827568359.25,0.0
DZA,3585319513358336.0,290223312211607.8,0.0
ECU,2149284447256576.0,78820589522852.98,0.0
EGY,2372914938642432.0,562226693369589.1,0.0
ERI,2335502015397888.0,313606586164246.3,0.0
ESH,1196741365858304.0,177595985929265.44,0.0
ESP,5995905341718528.0,180889894702668.47,0.0
EST,2860395605786624.0,509126543688919.1,0.0
ETH,2799716307828736.0,285158350182846.75,0.0
FIN,4188431437529088.0,518228443087240.25,0.0
FJI,1588544120291328.0,1040903302139.7913,0.0
FLK,584807578861568.0,66568018152833.17,0.0
FRA,5547767380312064.0,417798634522687.4,0.0
FRO,3609172687978496.0,905646933638231.8,0.0
FSM,1500334887272448.0,3249705908878.349,0.0
GAB,2256859285159936.0,82288298356780.69,0.0
GBR,5441549080985600.0,335506062699206.94,0.0
GEO,2681398817193984.0,384991671479143.0,0.0
GGY,0.0,0.0,0.0
GHA,4338200705236992.0,398113301341223.6,0.0
GIB,2019837488398336.0,2019837488398336.0,2019837488398336.0
GIN,1624542388682752.0,253457770471877.44,0.0
GLP,1434752884146176.0,504854171685137.06,0.0
GMB,0.0,0.0,0.0
GNB,0.0,0.0,0.0
GNQ,1643617814839296.0,4300027232953.1914,0.0
GRC,2530003099058176.0,218791460670486.56,0.0
GRD,838740742242304.0,246502285806498.9,0.0
GRL,1796602402439168.0,26742007175752.31,0.0
GTM,0.0,0.0,0.0
GUF,686017677885440.0,107098508492126.69,0.0
GUM,449544395423744.0,214916579878502.4,0.0
GUY,1914773461532672.0,205590907685381.47,0.0
HKG,3664166522978304.0,2116485079455061.2,0.0
HMD,0.0,0.0,0.0
HND,1802912783138816.0,181305250970291.6,0.0
HRV,2483142589939712.0,312475369941442.25,0.0
HTI,1490438074662912.0,444663498640811.5,0.0
HUN,2611389239656448.0,356834420336336.9,0.0
IDN,7122838188195840.0,115073106088563.62,0.0
IMN,1116471782539264.0,588354164883456.0,0.0
IND,9007844573577216.0,384507632144794.4,0.0
IOT,471736592105472.0,41428169021907.086,0.0
IRL,2056306055708672.0,369895062400108.44,0.0
IRN,7864169944580096.0,647399434817814.0,0.0
IRQ,9727059395870720.0,1024731501888706.9,0.0
ISL,1231716626726912.0,53363625731707.27,0.0
ISR,2742705985683456.0,871767270016413.2,0.0
ITA,4383779971923968.0,549063687437275.4,0.0
JAM,1133161891233792.0,265202252358376.72,0.0
JEY,0.0,0.0,0.0
JOR,3389738782294016.0,867787578346273.4,0.0
JPN,7118094933688320.0,147552406611405.94,0.0
KAZ,6724201872359424.0,512363221430596.9,0.0
KEN,1880674239774720.0,155270114995308.44,0.0
KGZ,3678582043836416.0,262085837463499.38,0.0
KHM,2312396165087232.0,412374784766199.06,0.0
KIR,618073442746368.0,54044025039.34704,0.0
KNA,53834294493184.0,26917147246592.0,0.0
KOR,0.0,0.0,0.0
KWT,1.183810024636416e+16,3472716953929500.5,0.0
LAO,2967650334408704.0,187155037121352.1,0.0
LBN,2908726872768512.0,1003173627485037.8,0.0
LBR,1624542388682752.0,224611619945273.3,0.0
LBY,4388440816746496.0,687851057166479.8,0.0
LCA,308919582851072.0,184010337471692.8,0.0
LIE,2445478142672896.0,1685782246981632.0,0.0
LKA,1611611718549504.0,264483625091425.62,0.0
LSO,1025011930365952.0,206148509991797.62,0.0
LTU,2036556722339840.0,538816264103221.56,0.0
LUX,2768030723473408.0,1172573242628505.5,0.0
LVA,2160301038370816.0,510797666531110.7,0.0
MAC,1424469524480000.0,1424469524480000.0,1424469524480000.0
MAF,246508238667776.0,181674100916224.0,116839963164672.0
MAR,2683347927040000.0,409203604985131.4,0.0
MCO,3179078689488896.0,2567161277054976.0,1955243864621056.0
MDA,9383747627515904.0,838153418154349.2,0.0
MDG,3393366150610944.0,402382610984424.3,0.0
MDV,815689518546944.0,88912815345795.75,0.0
MEX,6184502187524096.0,369100079944128.4,0.0
MHL,517895880704000.0,5176709186191.715,0.0
MKD,3460268856180736.0,794000979739486.4,0.0
MLI,2277163474616320.0,262153012977687.44,0.0
MLT,1850497396899840.0,1068117609065130.6,0.0
MMR,3159256878546944.0,130459274672990.23,0.0
MNE,1919738712162304.0,450282536622390.3,0.0
MNG,8470457191759872.0,424583100640688.44,0.0
MNP,498403406512128.0,15622999819373.484,0.0
MOZ,2662706851086336.0,185830103095742.44,0.0
MRT,2009190801342464.0,252125266464338.34,0.0
